"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"dalton2","6 August 1998","Undoubtedly, this is a masterpiece, one of the most recent ones created in cinema history. Can a movie about the holocaust be beautiful? Of course it can, and here we have an example. We have more than three hours of poetry about the human nature, about love, about hate, about madness, about egoism, about altruism, all of them mixed to produce the human being as what it really is. It's a film that cleans our soul, makes us feel like humans, and makes us understand a little bit better the aim of the Human Race. John Williams gave the most beautiful sound-track he ever created to set the emotional background this film needed.","
            9/10
            "
"QStrum","14 April 2000","Schindler's List is not only a pure masterpiece but, for me, it is one of the greatest films ever made in the world.The film starts off to reveal a womanizing, Nazi business man who profited off of slave labor.  The Nazi business man is of course Oskar Schindler. Oskar is just like most men.  He has a love for good wine, beautiful women, and pursues happiness through the success of his business.  But on his journey to a successful business, millions of Jews were being killed during a time which most label as one of the darkest periods of human history. As Oskar made money, innocent people were being murdered.  That's when the self-centered, often money hungry Oskar steps in and gives up his goal of having a successful business to save the lives of over 1,000 Jews.This film is about redemption and was beautifully photographed in black and white by Janusz Kaminski (cinematographer).  At the helm is no one other than Steven Spielberg, who brilliantly called non-pretentious shots and brought back to life a time and period most want to forget, but shouldn't. This film is a must see by me.  I give the film an ""A+"" (wishing I could give it a higher grade than that) and a 10 out of 10...","
            10/10
            "
"tomgillespie2002","6 April 2014","Schindler's List is a film that will no doubt forever grace the endless 'Best Movies' lists trumped up by various organisations and movie magazines. It's serious subject matter, black-and-white photography, rousing score and 'directed by Steven Spielberg' tag has cemented it's status as one of the best American movies of all time. But the more hardened movie-goer will more than likely pick holes in it, and tell you that this in fact not even Spielberg's greatest achievement. Which is why, 21 years after it's release, I decided to revisit Schindler's List, and although I would agree that Spielberg has made better (he did make Jaws (1975) after all), this is still a masterful work, a wonderfully mature step-up for the film-maker who had, up to 1993, leaned towards the visual spectacle of David Lean and Howard Hawks.The Holocaust is now very much a roll-your-eyes focus for a film-maker, easily passed off as a desperate plea for awards and serious recognition, and the Oscar are routinely stacked with movies portraying this appalling historical event. But Spielberg's movie was the first one brave enough to show it for what it was - a sickening, bloody event that humiliated its victims and where the life of a Jew was worth less than the work the Nazi's could squeeze out of them before they were routinely disposed of. Documentaries such as Night and Fog (1955) and Shoah (1985) hit hard, much more so than in this movie, but Schindler's List feels like a documentary come to life, with Janusz Kaminski's cinematography giving the movie a sense of timelessness.Liam Neeson is Oskar Schindler, a Czechoslovakian opportunist looking to use cheap Jewish labour during World War II to make him enough money to help him retire a very wealthy man. He employs Jewish accountant Itzhak Stern (Ben Kinsley) to hire his workers and run his factory for him, at first making kitchen utensils to be used in the war. After witnessing the liquidation of the Krakow ghetto under the direction of SS- Untersturmfuhrer Amon Goeth (Ralph Fiennes), in which many Jews are massacred, Schindler is profoundly affected. He begins to lavish gifts and bribes upon Goeth in order to protect his workers from being murdered, but as the Germans begin to lose the war, Goeth receives the orders to move the Jews from his camp onto Auschwitz.Made the same year as his CGI blockbuster Jurassic Park, Schindler's List showed an unseen maturity in Spielberg's work. He had made 'serious' films before, but they were always in the style of classic Hollywood; grand, sweeping epics that were generally homages to better directors. Here, Spielberg is invisible, his hand nowhere to be seen until one of the final scenes. This was film-making closer to Italian neo-realism, with hand-held cameras, bleak cinematography, and a glorious lack of sentimentality. Rather than make you weep into a tissue, he has you looking away from the screen in utter shock. Hundreds of naked Jews are humiliated as decisions are made on their ability to work and Goeth coldly shoots workers with a rifle from his balcony before breakfast. In one of its most famous scenes, a group of women are led into a shower room that may just be a gas chamber. It's one of the most terrifying sequences in recent memory.Spielberg wisely chose relatively unknown actors to fill the roles. Neeson, now inexplicably an action star, brings a complexity to Schindler as he changes between smug womaniser and Nazi suck-up to a man capable of great kindness and selflessness, and the film isn't afraid to show the darker side of his character. Kingsley, who was known for his Oscar-winning role in Gandhi (1982), is Schindler's consciousness, a constant reminder of the atrocities that were being committed outside of Schindler's comfortable bubble. As Amon Goeth, one of cinema's most memorable villains, Ralph Fiennes steals the film. He is a hypocritical, loathsome psychopath, embodying the sense of self-righteousness of the Nazi power trip. He despises the Jews, and preaches about their extermination, yet falls in love with his servant Helen Hirsch (Embeth Davidtz), only to beat her in his disgust.Although there are better films out there that focus on World War II or the Holocaust, it is of no surprise that this is still one of Spielberg's most revered films. It is a brave, accomplished film that gives you a sense that this was the film the director was always meant to make. However, he seems unable to resist stamping his recognisable dose of sentimentality at the climax, as Schindler breaks down in front of his workers wishing he did that little bit more. It's an unnecessarily slushy scene, a piece of director self-indulgence in what is damn near a perfect film, that, if anything, lessens the brutal impact of what came before. But this is a staunch reminder of the atrocities that humanity is capable of, and, as all great movies do, feels incredibly short at over three hours.www.the-wrath-of-blog.blogspot.com","
            9/10
            "
"DanB-4","20 September 1999","I almost dare not ""review"" or ""comment"" on this film. However, I  will, because this is a film everyone should see. It is dramatic, emotional and noble, and handles the most difficult subject of the 20th century without giving a sermon.Schindler's List is clearly Speilberg's best - the best he will ever do - and is one the great films of all time. It is an experience, not just a movie. Those who hate it or dislike it, I challenge you to watch it again and question your feelings. Did it disturb you? Did it frighten you? I think that it is near impossible to dislike this movie - only to be bothered by it.The fact is that this film deals in truth. It graphically portrays a dark, dark chapter in human history, and provides deep insight into the role hatred played in WWII. This is a movie that will make you question the world we live in and make you feel sorry to be a part of the species that let this happen.Note also, that there is no great sermon on why genocide is wrong or why the Nazis must be stopped. Schindler's heart is opened by what he sees and experiences - no-one needs to tell him that killing is wrong.Pretty bleak, but pretty accurate. But under the thematic elements is a great film. Extraordinary acting, especially Ralph Fiennes as the psychotic Amon Goeth. Janusz Kaminky's cinematography is amongst the best ever seen.Without spoiling, I can say that this is the singularly most horrifying movie I have ever seen. It disturbed me for days. I recommend this movie to everyone. It will entertain you, but also educate you, but mostly, it is an important film that will make you examine your own life. As dark as it is, this is a movie of hope and survival. **** out of ****.","
            10/10
            "
"Red-Barracuda","30 March 2011","At the time of this film's release, while he was the undisputed commercial king of cinema, Steven Spielberg had never been considered a 'serious' film-maker. With the exception of The Colour Purple he was known as a director of big-budget B-pictures. Many people criticized his films for being too syrupy and child-like. With the notable exceptions of Duel and Jaws this wasn't necessarily an unfair assessment. While his vision was unerringly on the pulse of the mainstream, it rarely had any edge whatsoever. So with the release of Schindler's List, Spielberg was able to offer something pretty bleak and hard-hitting. He was also rewarded at the Academy Awards, which was another thing he craved desperately.The book by Thomas Keneally from which the film was adapted is a masterful and deeply disturbing account of true events in Nazi occupied Poland. It takes a documentary approach to events, as it is all from real accounts. It was, therefore, the sort of novel that had to be treated with the utmost respect if it was to be translated to the screen with any success. It has to be said that Spielberg was largely very successful in this challenge, and his film remains a powerful telling of this most harrowing, if ultimately uplifting, of tales. He wisely decided to film it in stark black and white which lends an immediate bleakness to proceedings and recalls old footage from the Second World War. When he does decide to inject a bit of colour, as in the little girl in the red coat, it works in bringing out the appalling tragedy of this little girl's life even more – it doesn't seem gimmicky. Another major plus for the film is in the performances. Liam Neeson has the right blend of charisma and humanity as Oskar Schindler but best of all is Ralph Fiennes as the camp commandant Amon Goeth; he played this character with extreme skill and brought to the screen a strangely complex presence. I certainly wouldn't go as far as to say Fiennes's Goeth was sympathetic – he was vile – but his underlying impulses and insecurities had interesting depth to say the least.On the whole Spielberg handles things very well here. His trademark schmaltz is thankfully absent, and he does not hold back when he needs to ramp things up and show atrocities. Quite often Schindler's List is very unpleasant, and the director wisely doesn't sugar-coat things. The only place where he breaks is in Schindler's closing speech at the factory. This moment was melodramatic and totally unnecessary. The events depicted up to that point had been faithfully told from a historical point-of-view and they did not need that invented moment of emotional manipulation; what had gone before spoke for itself. This minor slip-up aside, Schindler's List did prove that Spielberg was capable to making serious films when he put his mind to it.","
            10/10
            "
"galileo3","27 December 2005","Whoever saves one life, saves the world entire...Black and White colour, superb cinematography, actual war footage and Spielberg's direction make Schindler's List a haunting masterpiece and one of the greatest cinematic achievements of the 20th Century. This isn't another of Spielberg's vibrant and imaginative adventures, this is a real story and something of vast historical importance. A rare story of 'good amongst evil' during the darkest chapter of human history. 187 of powerful cinema with Spielberg operating at his peak. Neeson, Kingsley and Fiennes are superb and John Williams providing a haunting musical score.Winner of 7 Academy Awards (1993), including best picture, director, screenplay and score.""Among the list of the greatest films of all time - The Godfather, Lawrence of Arabia, The Godfather Part II, Cuckoo's Nest... Schindler's List""""A rare supply of cinematic mastery. Essential film-making""""No question, no doubt the best film of 1993, the best film of the 90s. Spielberg on top form""""Spielberg.Spielberg.Spielberg. A name that shall be placed in the books of history... In the hall of fame. The greatest most brilliant mind in the film industry""-10/10-","
            8/10
            "
"pyrocitor","17 October 2007","Films detailing the tragic events of the Holocaust more often than not tend to descend into ill-advised and horrifyingly clichéd anti-war lectures, so the notion of Steven Spielberg, debatably the founding father of the blockbuster, helming a WW2 epic may not always have been an ideal prospect, for fear that the gritty realism of the period may have been lost beneath a shiny veneer of Hollywood gloss. Needless to say, such doubts are near instantly dispelled upon viewing Schindler's List, which, while refusing to shy away from the horrific realism of the period, manages to extract moments of genuine glimmering hope out of the darkness, managing to stand out as both one of the most emotionally draining yet exhilarating and uplifting films of its kind. Dispelling all potential skepticism, Spielberg proves himself entirely the right man for the job, and Schindler's List is arguably one of his very strongest and most effective films to date. The film sears itself into the viewer's memory, with many haunting images proving inescapable, from the jarring sound of sporadic Nazi gunshots to the despairing moan of thousands of Jews crowded into a ghetto. Spielberg's effortless manipulation of the audience's emotions is laudable indeed, as is his masterful pacing between the atrocities of war and the small moments of comfort which prevent the film from descending into complete darkness. Complimented by a typically moving and beautiful musical score by John Williams, the film perfectly counterbalances despair with hope, creating a truly compelling and moving portrait of one of humanity's darker hours. The historical accuracy of the film is similarly laudable - the immaculate period costumes and expansive set design are pitch perfect, and all beautifully rendered in pristine black and white cinematography, a refreshing diversion from the colour saturated contemporary film industry. And while the film's hefty three and a quarter hour running time may be a source of complaint, it serves only to further immerse the audience within the context and period, allowing the emotional drama to resonate all the more. It would seem Spielberg was not content to simply provide audiences with a film, and instead settles for an experience - an emotional epic with an uncanny ability to draw an audience in, capture their sympathies and churn them out with a tear in their eye yet a smile on their face in a nearly peerless fashion. And despite the film's undeniable occasional forays into melodrama and cliché (Schindler's breakdown near the end, tearfully declaring that he could have saved more is a bit much...) it is difficult to turn one's nose up at so captivating and heartfelt a film as this. Liam Neeson gives a career defining performance as the benevolent Oskar Schindler, and his gentle charisma and subtle intensity perfectly compliment the many facets (womaniser, enterpriser and saviour of thousands of innocent lives) of such a monumental role. Ben Kingsley is similarly impressive as Itzhak Stern, the Jewish manager of Schindler's factory. In a role which would normally entail typical Hollywood grandstanding, Kingsley instead embraces the realism of the character with subtly churning emotions, and his performance is all the more masterfully crafted as consequence. However, despite the stellar work of the main two stars, both pale in comparison with the magnetic Ralph Fiennes, effortlessly stealing the show as impassive yet impulsively murderous Nazi official Amon Goeth. Fiennes' chilling intensity is truly a spectacle to behold, and it is nearly worth seeing the film just for his performance - one of the most haunting, but ultimately human antagonistic faces ever associated with the Holocaust. Caroline Goodall gives a strong performance as Schindler's neglected wife, and Embeth Davidtz is genuinely moving as Helen Hirsch, a Jewish slave working who attracts the fancy of the monstrous Goeth. Throughout the years, Schindler's List has been widely celebrated as one of the most powerful, draining yet uplifting films in recent memory, and upon viewing it, this status is difficult to contend. While the film may toe the line of melodrama at times, and the running time may be enough to dispel some potential viewers, the blistering emotional clout and historical poignancy make Spielberg's labour of love easily worth watching for anyone willing to undergo the admittably difficult and draining watch. Out of all the second world war films out there, Schindler's List stands out as debatably the most engrossing and ultimately uplifting of the lot, proving that in the midst of darkness and despair, genuine human emotion can still be celebrated. -10/10","
            8/10
            "
"851222","17 January 2015","Greetings from Lithuania.To call ""Schindler's List"" a great movie would be a huge underestimating. This is simply one of the best motion pictures of all time. I know it sounds banal but truth is simple - ""Schindler's List"" is a masterpiece. No matter what are your believes, not matter what is your life experience or anything else - this is a monumental movie experience. Probably no other movie in my life grabbed my so hard, delivered me to the place and made me experience events so purely as ""Schindler's List"" did. This is a movie making at it's very best. Everything in this movie works on highest level for some simple reasons - to get the knowledge and to learn. Learn from our past, learn from our unforgivable mistakes and to witness a descent humanity in the most ruthless places of our times. I won't going to start to admire this movie craftsmanship. It's brilliant. Everything here combines to a one excruciating masterpiece. One who will experience ""Schindler's List"" won't going to ever forget it. This is a timeless masterpiece. And one of the most sticking things that ever haunted me was that this picture was created in Hollywoood, by Steven Spielberg who at the time was mostly known for mainstream blockbuster experiences. How could they come up with such an idea and most important how could they created this kind of a movie, which doesn't represent popular teams and tones is still beyond me. I guess, true art find it's way, and for this motion picture Steven Spielberg will be remembered forever.Overall, if you haven't experienced ""Schindler's List"" by now, do your self a favor and witness this masterpiece ASAP. I'm writing this review from a country which is neighboring country to Poland. I'm so grateful to a simple luck that i wasn't born and wasn't there when these unthinkable events have happened. And my honest sympathy for those whom it has ever affected.","
            10/10
            "
"Sirus_the_Virus","15 February 2010","Some people believe that Adolf Hitler was possessed by the devil. Well, that may sound ridiculous to some but actually not to me. There is no way someone could be so evil. There have been a couple of films to show how sick he was. One of them was The Great escape. another was the revenge fantasy Inglourious Basterds. Both terrific films. One film that I will never forget(those two aren't forgettable)is Schindler's list, which won best picture in 1993. Schindler's list is probably one of the best films i've ever seen. It has such a great story. It's at times very disturbing. Oskar Schinlder was a great guy. Excluding the fact that he was a part of the Nazi party. But he risked his life for the Jews, with knowing that he'd get in trouble. Schindler's list is a devastating film.Steven Spielberg has been making classic films for many, many years. He is a genius. I have only seen one of his films that i've disliked. Artificial intelligence. My favorite of his is Raiders of the lost ark. Then Schindler's list. The film may be three hours long. Sometimes when it's a three hour film I can't bear it anymore. Such as Transformers 2. But if it's Lord of the rings, or Gandhi, or Schindler's list, there is no way that I will call the length a flaw.Liam Neeson plays a great guy named Oskar Schindler, a business man in the Nazi party. He soon opens up a factory in Poland. When he realizes what the Nazi's are doing to the Jews, Oskar and his friend(the always great Ben Kingsley)hire Jews to work in the factory to keep them out of concentrations camps.Ralph Feinnes stars as a sadistic Nazi who really just kills anyone. For instance there is a scene when there is a Jew walking through the street and he shoots her. Embeth Davidz stars as his slave. Nazis were sadistic, power hungry, fame seeking bastards. Every time I watch Inglourious Basterds, I think, if only this were based on the truth. If only Hitler was shot to death inside a movie theater. But Schindler's list is based on a true story. Oskar Schindler was a great man. He saved the lives of about 1100 Jews. This is one of the best films I have ever seen. I think. This is a brutal film. And, unlike many films, it actually nearly got a tear out of me. That rarely happens. And when it does, it's either because the film is truly spectacular or because it's just a sad film. Well, in the Schindler's list case, it could really go either way.Schindler's list: A","
            10/10
            "
"teddyryan","20 August 2003","Steven really went to bat for this one.  An amazing film.  Top of the lot performances in and out.  Ralph Fiennes was brilliant.  Wish the ending, though, wasn't as sentimental; because what made the picture such as classic for the majority was the fact that it treated the events with such indifference.   Ted's Grade: A","
            8/10
            "
"Steffi_P","1 January 2012","One of the benefits of our modern day cinema (and by modern, I mean last forty-odd years) is that movies can be made with complete frankness. The more difficult segments of history can be recreated with some accuracy. Schindler's List deals with subject matter so sensitive, and tells one of the most important stories of the entire century, that the makers absolutely have to get it right, on every level. Thankfully, they did.Screenwriter Steve Zaillian has taken on the difficult task of adapting a work of non-fiction. Much of the picture is simply a series of vignettes, most not strictly necessary to the plot, the sort of material that has been cut for reasons of space in a thousand lesser pictures. But they contribute to an overall tone – each has its own meaning, and to cut one would make for a poorer film. Although it of course follows real events as closely as possible, great care is taken with the rate at which we are exposed to the magnitude of horror. The first two deaths we see – the one-armed man and the civil engineer – are painfully shocking. But by the time we get to the ransacking of the ghetto we are desensitised to the killing, immersed in this world where the ending of life is a casual act. Lines of dialogue which at first seem trivial gain resonance later on. When meeting with the black marketers Schindler tells them ""Nice things cost money"". Eventually he will be buying human lives.In evaluations of Schindler's List, so often the importance of the man who portrayed the title role is forgotten. Liam Neeson's performance perhaps doesn't stand out too much because it is very low-key, and the character is almost passive for all his significance. But this makes Neeson's work all the more impressive. He puts all of Schindler's emotion, all his thought, into this restrained façade. Schindler was a man who essentially spent the whole war keeping up a pretence, albeit for altruistic purposes, that he was a good party member and practical businessman, and Neeson handles this contradiction flawlessly. When he allows the floodgates to open in his final scene, the effect is devastating.Steven Spielberg famously offered this project to a number of directors before deciding to take on the job himself. It could have been disastrous – his direction is appalling in The Color Purple, his first real drama – but in the intervening years he had improved considerably. For Schindler's List he takes an incredibly indirect approach, his camera often separated from the action or just focusing briefly on hands and objects, as if the material is somehow distant and difficult to fully engage with. Despite this distancing effect, Spielberg proves himself a master at picking out the important detail in each shot. To give one example, when we first see Ben Kingsley as Itzhak Stern, he is right at the back of a room with a dozen or so people in, but Spielberg has arranged everyone into diagonals so that our eyes are drawn straight to Kingsley. Spielberg's utter simplicity and lack of camera trickery are commendable. His careful pacing of scenes makes those all-important lines stand out, and emphasises the life in the people.And this – the life – is essentially what Schindler's List is about. I didn't really intend to comment on the issues in the picture because I wanted to discuss it mainly as an example of perfection in filmmaking. But like any movie Schindler's List is not without its detractors, and sometimes people do miss the point. Spielberg has been accused of sugar-coating the holocaust, of taking this horrible event in history and making an uplifting story out of it. Of course, the Nazis did many more terrible things which the movie does not show, and it does end upon a note of hope. But the truth is, Schindler's List is not the story of the holocaust. It is the story of Oskar Schindler, a man who saved lives. The tragedies that occurred in Europe are the backdrop to this story, and the realities that Spielberg offers us a modest window onto are nonetheless graphic enough to give it meaning. This is not primarily a picture about the evil that went on, it is about the good that existed in spite of that evil. And if ever there was something worth making a motion picture about, it is this.","
            10/10
            "
"emasterslake","30 June 2006","I didn't see this movie till recent. But I've been told it's violent and very well received back in 1993. I'm 17 so it was OK for me to see a movie like this.Anyways Schindler's List takes place during WW2. And those who attended history class would know that Adolf Hitler had total control in most parts of Europe and banned all Jewish activity and removed all the Jewish from their homelands. It was the grimmer moment in the entire Jewish history.A man named Oscar Schindler was a business man and a Nazi. Only he was different from other Nazis. He provides the Jews work at his company only if they have working experience. Schindler in secretly does not kill or torture any Jews. He finds the whole thing wrong in a way. But he doesn't adment it because he's might receive serious consciences if he were to say he likes Jews.He makes sure his Jews aren't killed or sent to the more lethal concentration camps by making a list of hundreds of Jews that he bought with his own money. With that list he could be able to grant their freedom by the time the war is over.This movie is very well made. Spielberg did a great job in recreating this time period. I can see why it was given an Oscar during the 1993 Accadmy Awards. It's also interesting that 3/4s of the movie is shot in Black and White.It's strongly recommended for any Spielberg collection. Just know this movie isn't for everyone. It has swearing, violence, and some strong nudity. It's not for kids so I'd recommend it for ages 16 and up or at least someone mature enough to see a violent movie.It might offend certain Jews or those who are offended by Nazis as well.","
            9/10
            "
"denis888","25 November 2012","The best. I mean it. I am not a Jew, but a Russian-Polish, and am very Pro-Semite. Still, I waited to see this film for many years, as I felt I was not yet ready. But now, I have seen it and am so deeply impressed that I cannot express my utmost gratitude well. Spielberg is a genius here, as he always is. He made a strikingly great work, so deep and so tragic. Its black and white scheme made it even better and deeper. All who played there are truly tremendous. Neeson, Fiennes, Kingsley - just even them three made it so brilliant. This is a movie that must be seen and taught at schools as a great reminder of utter horrors of Holocaust. I am deeply moved to tears, especially by the final scene which is so good, so tender, so gentle and so Powerful. Need I say more? This is a masterpiece","
            10/10
            "
"aidosh94","18 June 2007","Steven Spielberg makes one of (if not the one) his greatest movies of all time. Liam Neeson gives a great performance as Schindler and the whole film is just powerful, amazing and sad but it doesn't matter because the movie is so good. Ralph Fiennes makes an even better performance as Goeth, a man who made everyone stare into the screen with anger and sadness and that is just what a movie is supposed to do-make you feel sad, happy, angry or effect you in some way. I read that someone thought it was overrated and bad, but I think it's a classic and it'll never go away. So if you want to see one of the greatest historical films ever made, then go see Schindler's List.EDIT: I wrote this when I was 12 or 13, and I'm so sorry about my AWFUL English... Ah, well just have that in mind when you read this. =)","
            9/10
            "
"SumanShakya","31 January 2016","Actually I had watched this film 13-14 years ago. But that time I got pretty distracted and couldn't grasp much of the film. After watching it again, I must say it's a remarkable film which comes once in a while. Based on the true events of the holocaust, the film is like a well written book which can serve as a quality time to anyone striving for a brilliant work of art.Well, many nice films have been made on Jews concentration camps like ""Life Is Beautiful,"" ""The Pianist,"" or the most recent ""The Boys on Striped Pyjamas."" Indeed all the movies were brilliant, but they saw holocaust through individual character. But ""Schindler's List"" gives a holistic account of the history for which the film stretches for over 3 hours and uses monochromatic colors to give the periodic feel. Despite the over-length, every scene of the film remains compulsively watchable till the end credits. Every scene presents a cinematic excellence in depicting the story of a greedy industrialist who saves over 1100 Jews from the concentration camps. His uplift of the spirit from greed to human compassion, seeing the atrocities of Nazis, is brilliantly realized. The bloodshed in the film starts with a single execution which slowly shifts to mass killings during the liquidation of ghettos showing the brutality done to humankind, which just leaves you horrified. The grit and the depressing environment the film creates is pretty touching and many moments of the film raises the feelings of humanity for which the film becomes a well felt heart touching saga. For focusing the story. the film keeps a low profile with much unknown cast and avoids sentimentality and gloss till the very end. Overall, the film remains a landmark for the ages to come; and it deserves to be archived as one of the immortal film makings of all time.Rating: 4 stars out of 4","
            9/10
            "
"jtfsouth","15 April 2000","Many movies come out each year and we applaud them for their screen play, orginality and whatever else we can say about a movie. But only once in a long while does one come out and you say all those nice things, but one you will also never forget. This movie is more than just something for us to watch for 3 hours and 17 minutes, it is something for us to never forget, to teach us a lesson and to remember those who died needlessly along with those who tried to help those same people survive.","
            10/10
            "
"jackasstrange","28 November 2013","So here we go in my 80th review, in this November 28th 2013, coincidentally the day of an American Holiday Thanksgiving Day. Nothing better in fact than watch a very good film in that special date for those who celebrate it, and for sure, Schindler's List is the perfect film. It's very cliché to say that, because as we all know it is a very popular and acclaimed film from both critics and audiences, and is widely regarded as one of The Greatest of All Times, but even with these accolades, i think i need to say it's a great film, because it has everything you can seek in a film. It's sad, it shows how the war can affect otherwise normal people as Göth_masterfully interpreted by Ralph Fiennes_ in wicked and psycho assassins, which believed so much in the Nazism that he turned into a disturbed man.But unlike Schindler himself says in the film's beginning, a war also can turn a 'bad' person in a 'good' one, perhaps. Schindler was a completely egocentric person, but after the vision of the girl in red which contrasts with the black and white scenario. She clearly has a specific allegoric sense, and so had the candles. Then he starts to help the Jews, and he really did everything that he could do to help them, until the war's end. And despite my despise for these conventional 'black and white' characters, this film works very well exploring these, i must say, one-dimensional characters. With an exception to Göth,of course, because he had various faces in the film, though all due to his madness.I don't need to say that the cinematography and art design were fantastic in this film. It Principal photography took place in Kraków, Poland, over the course of 72 days in 1993. Spielberg shot the film in black and white and approached it like a documentary. Cinematographer Janusz Kamiński wanted to give the film a sense of timelessness. I highly recommend this film, if you haven't already watched it. 9.4/10","
            10/10
            "
"Bobson10","23 January 2013","""Whoever saves one life, saves the world entire.""'Schindler's list is about the true story of Czech born Oskar Schindler, a businessman who tried to make his fortune during the Second World War by exploiting cheap Jewish labour, but ended up penniless having saved over 1000 Polish Jews from almost certain death during the holocaust.'Steven Spielberg's best film, by far! His camera work in the film is unique.40% of this film is used with a hand-held camera. There were no steadicams or crane shots used. His efforts were to make it look more like a documentary and his effects were great! The black and white effect used only adds to the depression. The editing of colour throughout is very powerful, examples include the candles burning, the girl in the red coat and the ending sequence.The acting presented is amazing. Liam Neeson brings an Academy Award worthy performance to the screen. His transition from a greedy business man to humanitarian is marvellous. Ralph Fiennes is also great in the film. He plays Amon Goeth, an SS officer who is sadistic and psychopathic, frequently murdering his prisoners for fun. A performance not many can accomplish. Ben Kingsley is amazing portraying Itzhak Stern. He makes my favourite scene. As Stern figures out that Schindler is using his own money to rescue Jews, his face expression says it all. Very emotional.The Score in this film is magic. In my opinion, it's the music that brings out the most of the emotion in the film. John Williams is brilliant!Schindler's List will not only go down as the best holocaust film ever made but one of the best films in the history of cinema.","
            10/10
            "
"lwood28","2 July 2014","*Story: Schindler is a German businessman and when the Holocaust starts to begin he decides to have Jews come work for him which will help them stay out of the concentration camps. As long as the Jews stay out of those camps Schindler makes money.*Review: Schindler's List is probably one of the best movies that I have ever seen and ever made. What's really good about this movie is the acting. Liam Neeson proves that he can act and he should have won a Oscar for his performance as Oskar Schindler. Ralph Fiennes also gives a great performance and should have won a Oscar for his performance as Amon Goeth but since the academy doesn't give awards to actors that play as bad people is dumb. What I really liked about this movie is how the whole movie is shot in black and white it just makes the movie even better. While your watching this movie you feel really emotional inside. Everything about this movie is just perfect from the acting, cinematography, musical score, writing, and directing. This movie is intense, emotional, and apiece of art. In one word I can describe this movie ""MASTERPIECE"". This is probably one of Spielberg's best movies he has directed. Schindler's List is a movie that everyone should see once in their life.""This list... is an absolute good. The list is life. All around its margins lies the gulf"". - Itzhak Stern","
            8/10
            "
"grahamsj3","12 February 2004","This is a superb true story starring a superb actor in a wonderful production. This film certainly deserves all the accolades it's received and probably then some. Liam Neeson is perfectly cast in this story of a German industrialist who risked everything to save at least a few Jews from the death camps. Outstanding in every way! This is a future classic film and one to buy and keep!","
            10/10
            "
"Spleen","7 September 1999","Steven Spielberg was wrong about the subject matter of his own film.  It's no more `about' the holocaust than it's `about' Eastern Europe.  It's about Oscar Schindler.  More to the point: it's about an amoral small-time capitalist with neither more nor less compassion than most other people, who finds himself as surprised as anyone when cruel and unusual circumstances mould him into a hero.  It's about a man led to the path of morality as much by his belly as by his heart.  It's a study in the banality of goodness.  I don't know how many other people have used that phrase, but there's no better way of putting it.It's the job of documentaries, not fiction, to teach us about the past. `Schindler's List' is not a lesson about the what happened to European Jews under Nazi rule - at any rate, it's not a particularly good lesson.  It's fiction.  I'm not, of course, saying that it's false - I gather most of it is true.  Nor am I saying that it can't teach us a lesson of another kind. When Superman saves a thousand people we can always say, `That's all very well, but I can't leap tall buildings in a single bound; and anyway, Superman is supernaturally virtuous.'  When someone as flawed as Oscar Schindler saves a thousand people it's not so easy to make excuses.There's a good story here.  Many people do some of their best work in telling it.  I don't think that Neeson, Fiennes or Spielberg have ever performed better than they do here, and John Williams writes fine music in an understated style he hasn't used for a while.  But it's really the story that makes the movie.  Spielberg, in thinking that he's making a kind of documentary, sometimes lets the story down - every single use of colour is an intrusion, and anyone who's read the book will find that sections have been transferred flatly, with a palette knife, to the screen.  Probably this film has been praised a little more than it deserves.  Oh, well.  Excess praise will be washed away with time.One minor point: when the book was first published in Australia, it was called `Schindler's Ark'.  `Schindler's List' is the (inferior) American title.  Sadly, after the success of the film the book was called `Schindler's List' even here.  Spielberg could have called his film `Schindler's Monocle' - or anything at all - and publishers would have dutifully re-named the book.  It's a pity he didn't use his power to restore the original title.","
            10/10
            "
"gazzo-2","23 March 2000","To me, this one is Speilberg's best. He won the Oscar he shoulda had for ET in '82 or Raiders the year before. Intense, extremely moving, real, very well acted, stark, unsettling, shattering end. I have seen this once. It was a true classic in every sense of the word. By all means, do see it-not for kids. They should make one like this every year, but of course that's impossible.**** outta **** Best film of the '90s.","
            9/10
            "
