"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"slightlymad22","11 August 2019","I just finished watching Pulp FictionTarantino nails his screenplay again. This type of talent is not taught at a screenwriting class. You either have it or you do not. Sadly too many people are making movies today, who do not have it, and there are too few talents like Tarantino.Too many movies these days just seem to say things to advance the plot. The dialogue here is genius, brilliantly funny (you laugh at the dialogue, even though he does not seem to be going for a laugh) and no two characters sound the same, everyone has their own way of talking. I'm appreciating the dialogue so much more watching them again.I think this was the first time I watched a movie that was so non linear. I think everything I had watched before this went from A to B with possibly a flashback explaining something. This changed everything!! After this we had great movies like The Usual Suspects and Monento. But it is not just the structure to Pulp Fiction that makes it great, it does not put a foot wrong.Whilst this movie revived John Travolta's career, it's Samuel L Jackson who steals the show. Every time I watch the movie I think he should have won the Oscar. Then I watch Ed Wood, and think Martin Landau deserved it. My opinion on this one, really comes down to which of the two movies I last watched.Harvey Kieren (in his second Tarantino flick) is great as Winston Wolf (I really wish he did not parody this role in tv ads) Tim Roth (also in his second Tarantino flick) and Amanda Plummer fun and I can not believe I never noticed it was Steve Buscemi (also in his second Tarantino flick) as the waiter Buddy Holly at Jack Rabbit Slim's.Pulp Fiction was a massive hit. It grossed $107 million (against an $8 million budget)
At the domestic box office to end the year, as the 10th highest grossing movie of the year.","
            8/10
            "
"Bologna King","17 August 2006","The proof of the pudding, they say, is in the eating. The proof of the movie is in the watching. Most of the top 250 IMDb movies have kept me glued to my seat--with this one I found my mind wandering to that jigsaw puzzle I hadn't finished or the possibility of some popcorn. I found I had very little interest in the characters or in what was going on.I asked myself why. Technically the film is very good. The actors all hit their marks and Samuel L. Jackson is particularly outstanding. I liked Maria de Madeiros also as Bruce Willis' wife Fabienne. The camera work is occasionally interesting, as the long scene where we watch Bruce Willis listen unemotionally to Marsellus go on. Interesting, certainly, but rather pointless.Indeed, that's the problem: so much of what goes on is pointless. It's a big long shaggy dog story, told by one of those irritating people who can't get the story straight and have to keep going back: ""Oh yeah, I forgot to tell you about that. Well, you know what I was telling you before . . ."" I tried to find some justification for the higgledy-piggledy way in which this story is told. It does result in the best scene being the last one. But if this scene was the point then why not design the script so that the action is seen to be moving toward this goal and cut out everything that happens afterward? In the end I don't think Tarentino knew what story he was telling and that's why so much is so pointless.The scenes of Butch attempting to control his temper, of his dilemma whether to help Marsellus, and the final scene in the restaurant are all good and entertaining as far as they go but they don't fall into a coherent framework. And the rest is quite dull.The dialogue is not witty or clever although it occasionally has its moments. The constant profanity is as pointless as the rest; the point of profanity is presumably to emphasize what one is saying, but if everything is emphasized, nothing is. The mind becomes numbed by it. It's like someone who shouts all the time. Eventually you stop listening. The quotes give you a pretty good idea of what the dialogue is like: when ""Shut the f*ck up, fat man!"" is listed as a memorable quote, you know how inane the conversation is.That this poorly composed script should have won an Oscar is a pretty clear indictment of the Academy.","
            10/10
            "
"aarongnr","2 September 2019","While watching, I was about half into the movie, I thought: Ok, now I get why everyone loves this movie so much. It's funny and the situations are so absurdly entertaining. I kept thinking: Damn, I am so excited for that ending, which brings everything together and makes sense of it all.But it doesn't come. We just get a timejump to inbetween the story, showing us how to get away with murder and that continues the robbery from the start, this time with full context. But to what result? None. It has no influence on the movie whatsoever. And it wasn't the most interesting scene aswell.
One could argue that, had it not been for that ""miracle"" moment that we see in the flashback, and Jackson's characters decision to retire from the job, they would've both been in the boxers appartment, which means that the boxer would've died, and many of the other stuff would not have happened. And that IS pretty genius and really cool.Then again, there is stuff that was cool to watch, but that had really no influence on the movie as far as I can see. The whole sequence with Travolta and Thurman for example. It was fun to watch, because of Tarantinos awesome style for dialogue and stuff, but it didn't really add to the overall story.One could argue, that this movie is plotless, but I wouldn't go that far.It is very original and genius in some aspects, in others not as much as I would've liked.Cheers","
            10/10
            "
"jackDee-56565","6 November 2020","Everyone knows this movie, most people rewatch this epic movie, its anear three hour movie that you can watch and enjoy, the performances and the writing and the dialogue was golden one of the best movies of all time","
            10/10
            "
"VS132","3 June 2019","Where do I even begin? Even after twenty-five years, Pulp Fiction still remains my favorite movie of all-time. Why? Because it takes the all the aspects of what makes an excellent film in my opinion. The characters are all so interesting from the smooth hit-man Vincent, the voluptuous Mia Wallace, the intense boxer Butch, the mysterious Marsellus Wallace, the criminals Honey Bunny & Pumpkin; and the greatest performance for any character; Samuel L. Jackson as the interrogate hit-man, Jules Winfield. All of the actors shined because of the fantastic screenplay Quentin Tarantino wrote to make these colorful cast of characters come to life by their dialogue that makes you glued to the screen even if what is presented ties to the non-linear narrative or not. This is best shown nearing the end when it is shown that neither Jules or Vincent are good men by any means because they go to people's houses, interrogate, and kill them without cause; but that doesn't mean that they have heart as through their hit-men skills, were able to stop two criminals from robbing a diner. That's ingenious writing as Tarantino knows that society are full of people who aren't heroes or antagonists; there is a division and altercation within cinema and reality. Coupled with throwbacks to classic films, and an unforgettable soundtrack, Pulp Fiction will remain to impress audiences and one that I and many others; will continue to enjoy for years to come. It has such a high re-watch value despite its length!","
            10/10
            "
"riadmsh","17 July 2020","Now thats a re-a-l scary funny movie......u wanna get hunked with some cool bruce willis samuel l jackson john travolta thingies with a quentin tarantino cocktail....this is ur drink..............i loved it....my tym's worth it.....my night-not-sleeping worth it.........it md me happy.....","
            10/10
            "
"braddugg","19 September 2014","It's what you called showing in a culture or rather re emphasising a culture. It's an important film and no doubt one of the most important ones to have come in the last 20 years. Not many films, threatened to change the rules of the game, as this film did. In terms of writing, it's non-linear, now non-linear in the real sense, it does not have a proper line of scenes or proper interpretation either, but they are connected by characters. This film has some iconic scenes which you will never forget. Like that, adrenalin shot scene to Mia (Uma Thurman) or reciting Bible's Eziekel 25:17 by Jules (Samuel Jackson).Though, it's nearly 2 and hours, its not long and seems short as they are many questions unanswered. So, is Vincent dead or not? What is there in that briefcase to Marseilles? And these are left unanswered. With just 7 scenes, you make a 2 and half hour movie that redefines in it's own way the perspective of the audience. So, I am amazed more than anything even as I watch it for nearly 10th time and the surprise keeps coming each time I see this. There is something that always works in PULP FICTION. But, what makes this film work is it's writing. It's writing like madness, there is no proper thing called this is it. It can be referred to anything and you may be right. The righteous man and the evil man interpretation is just a tiny example that can be taken out for how we can interpret a character. If I want to write one favourite scene here, it's gonna be the whole movie coz I like everything in it. Technically, I like the cinematography, sound design and costumes. But above all, I liked performances and dialogues. Thanks to Quentin who has given us more memorable movies in the last 20 years that are far superior in writing than anyone else. But for me, this is is my favourite Quentin film and I will stick with this till he out performs himself by writing something much more weird than this.A sure 5/5 for one of my favourite films, no less ever.","
            7/10
            "
"ChubbyChecker","9 April 2020","I like to think that any Hollywood director who dedicated their life to making movies can look back at one film and think ""At least I made my mark"". Kubrick had 2001, Scorsese will have Goodfellas and Tarantino, well, he'll have Pulp Fiction.I watched this film on release, when all we really knew about Tarantino was Reservoir Dogs. It's hard for me to think what someone viewing it more than a quarter of a century later would make of it. Hopefully it can be viewed in context and see how revolutionary the film really was.One striking thing, which was quite novel at the time, is how the scenes aren't shown chronologically. What at first seems like a gimmick makes more and more sense as the film progresses and on repeat viewings. The impact of the storytelling would have been nowhere near as great if told in a more traditional way.If you're new to Tarantino then lucky you, you've got some great movies to watch. You won't go wrong by starting with Pulp Fiction.","
            9/10
            "
"connorveenstra","25 May 2017","I don't get as much out of Pulp Fiction as everybody else does. I don't like that it doesn't have a strong message, I think the dialogue goes on self-impressed tangents some times and the Mia Wallace story doesn't tie in with the rest of the film and it just isn't that interesting to me. However, that doesn't mean I don't appreciate its style. The entire film from the costume design, to the camera work, to the setting of LA are dripping with noir atmosphere. The writing, while it does jerk itself off at times, is still pretty memorable and enjoyable to listen to. The acting is fantastic all around, getting especially good performances from Samuel L Jackson, John Travolta and Bruce Willis.While I don't think its a masterpiece, it is something fun to watch if you're looking for something different and intriguing.","
            1/10
            "
"helpless_dancer","10 April 1999","I loved this madcap yarn about 2 hitmen for the mob, a mobster's nutty girlfriend, a punch drunk boxer, and 2 ineffective bandits. The story was told in flashback form, a technique that I have always found interesting. The lives of all the players criss-cross with each other forming a collection a mini-stories guaranteed to captivate the viewer. Unusually done film, very entertaining.","
            10/10
            "
"rowmorg","18 December 2005","The hugely overrated trivial chatting, the grotesque violence, the moral vacuum, the deadly slowness, the length --- about an hour too long --- make it incomprehensible today how this picture ever made people rave the way they did on this board.The greatest film ever? Excuse me, this is a feature film that says nothing, depicts no authentic feelings or character development, is grossly self-indulgent and filled with idiotically implausible situations, such as people firing powerful handguns repeatedly, simultaneously and then hanging around chatting as if nobody would ever report the firing and summon the law.Perhaps the most implausible character of all is played by Mr Tarantino, who shouts at the two hoodlum killers as if they were playmates from school and complains that his wife will divorce him if she returns from work to find a car in the garage containing a man with his head blown off.Where is the moral compass of the people who revere this schoolboy nonsense? Nobody in the film is remotely principled, and nor is anyone (except possibly the pawnbroker) actually evil. The scene where he releases a leather-studded sadist from a cage is possibly the most unbelievable rubbish ever deployed in a Hollywood feature.""It's only entertainment,"" I hear people protest. Well the difference between Mr Tarantino and film-makers of stature is that they are capable of entertaining while instructing, and of integrating the two.","
            10/10
            "
"Maniac-9","5 August 1998","Quentin Tarantino has proven to be the best director since Martin Scorsese came on the scene in the 1970's.  The movie stars some of today's biggest stars, e.g. John Travolta, Samuel L. Jackson, Bruce Willis, Uma Thurman, and Ving Rhames.  Plus the absolutely hilarious and cool scene with Christopher Walken telling Young Butch the importance of a gold watch.","
            10/10
            "
"SnoopyStyle","18 December 2015","Ringo (Tim Roth) and Yolanda (Amanda Plummer) robs a diner. Vincent Vega (John Travolta) and Jules Winnfield (Samuel L. Jackson) are thugs working for Marsellus Wallace (Ving Rhames). They pick up a mysterious briefcase but an incident requires cleaner the Wolf (Harvey Keitel). Marsellus is paying Butch Coolidge (Bruce Willis) to throw a boxing match. Vincent is told to entertain the bosses' woman Mia (Uma Thurman).This is Quentin Tarantino's big breakout. I saw this in the theater and probably even before 'Reservoir Dogs'. I definitely saw 'True Romance' before this but I had no clue who to praise for the dialog in that movie until I put two and two together. This is a cinematic explosion. Many tried to copy his style but none exceeded him. It is super cool. It's got the time jumble that adds so much fascination to the movie. Again many films try to copy it but few succeeds like this. It has to be one of the iconic movies of the 90s.","
            8/10
            "
"Chrysanthepop","3 November 2008","It's no surprise that 'Pulp fiction' is a movie that made cinematic history and defined the pulp fiction genre. It features a series of conversations and events coherently, but not chronologically, told. Tarantino tells three different but intertwined stories. Each of the stories are clichéd and have a noir feel but Tarantino gives them a different and unique treatment and adds sharp witty dialogues full of truth and irony (and references to many classic movies and popular TV shows). He uses a lot of warm colours and the film is slightly sepia tinted. Also there's a lot of attention to intricate detail and it is a finely layered movie such that one discovers something new with every subsequent viewing. There's also a certain ambiguity about it. It's not certain in which time the film is set or what was it in the briefcase that stunned Ringo...lots of questions and the answers are open for discussion. The cinematography is slick and sharp and the soundtrack is a classic. Then there's the outstanding cast that includes, John Travolta, Samuel L. Jackson, Tim Roth, Bruce Willis, Uma Thurman, Rosanne Arquette, Eric Stoltz, Ving Rhames, Maria de Medeires and Amanda Plummer, all of whom have a magnificent presence and memorable dialogue delivery. There are so many classic scenes that people discuss, even today. My personal favourites are the date sequence (and the scenes that follow) with Travolta and Thurman and the series of conversations between Travolta and Jackson. I doubt there's anything to say about 'Pulp Fiction' that hasn't been said. Whether one likes it or not, this movie is here to stay and even today it is among the most talked about movies. I have already seen it at least four times and it still amuses and fascinates me just like it did during first viewing.","
            8/10
            "
"jasonisaikaly","8 April 2020","Perfect movie, I'm celebrating my 100th time watching Pulp Fiction, Best dialogue ever written and said on the screen, this movie inspired generations to do movies, I really love this movie, QT is a Master, all the acting was great.","
            1/10
            "
"guybrush105","4 April 2000","Tarantino is without a doubt one of the best directors of all time and maybe the best of the 90's. His first film, Reservoir Dogs was amazing and claustrophobic, his segment in Four Rooms was by far the greatest (even though Rodriguez's was excellent too)and Jackie Brown is a wonderful homage to the Blaxploitation films of the 70's. However, Pulp Fiction remains my favourite.It was nominated for so many Oscars that I still find it hard to believe that it only got one: Best original script. I'm not complaining because Forrest Gump got best picture, since that film was also Oscar-worthy, but come on, movies like Tarantino's or the Shawshank Redemption deserved much more.Anyway, going back to the movie, I particularly liked the first and second chapters, and that's really a contradiction because one of the movie's finest characters, Mr. Wolf, appears on the third. Bruce Willis also does a great job, and as far as I'm concerned he fell in love with the movie right after having read the script. I like the way his character gives a ""tough guy"" image at the beginning and then we discover he's so affectionate and tender to his wife. Travolta is obviously the star of the movie and his second encounter with Bruce Willis in the kitchen along with the scene where he dances with Uma Thurman is when the movie reaches it's highest point.The other star is Samuel L. Jackson, who plays a wise assassin that obviously knows how to handle situations. ""And I will strike down upon thee with great vengeance and furious anger..."" is my favourite quote.Summarizing, Pulp Fiction is a modern classic and a must-see for anyone who is at least aware of what a movie is. I give it a 9 out of 10.","
            8/10
            "
"CinemaClown","16 December 2015","Every once in a while, a film comes along that changes everything. Whenever the industry went out of ideas & employed the same formula for too long, there always emerged a new wave of films that injected new life into this medium and in the process ended up changing the way we are accustomed to watching & perceiving motion pictures. And Pulp Fiction is, without a doubt, one of those movies.Winner of the prestigious Palme d'Or at Cannes & Best Screenplay at Oscars, Pulp Fiction was a force to be reckoned with at its time of release for it opened many realms that were previously thought to be non-existent and in the long run, didn't just influence cinema but other media as well. Everything about it was different from the norm and it remains one of the most original & groundbreaking stories to ever unfold on the silver screen.Pulp Fiction intertwines three different story lines into one and is told in a nonlinear fashion. The first follows two hit men who are out to retrieve a mysterious suitcase which belongs to their boss. The second is about one of those two hit men who's put in charge of taking care of the boss' wife while he's out of town. And third concerns an aging but proud boxer who is asked to drop a fight in exchange for a handsome reward. The lives of these odd people collide in unexpected ways, resulting in some hilarious situations.Written & directed by Quentin Tarantino, his sophomore effort is even better than his debut feature which was a milestone in itself. Tarantino has injected the script with extensive pop culture references, a vast line-up of idiosyncratic characters & explosive dialogues plus the way this whole story is narrated and its wicked fusion of violence & humour turns it into an endlessly enjoyable, wildly entertaining & thoroughly refreshing ride that's in a league of its own.What's also amazing is the fact that most of the conversations taking place in the movie is not even related to the plot and is simply a casual discussion on a randomly chosen topic. And yet, without these wisecracking moments, Pulp Fiction wouldn't really be Pulp Fiction. The amount of focus that went into the smallest of details during the writing process is this film's biggest strength and when it comes to pure screenplay wizardry, Pulp Fiction has no equals & probably never will.The technical aspects are no slouch for the picture exhibits a number of new tricks when it comes to bringing the script to life on the film canvas. Cinematography presents Tarantino adding a few more photography techniques to his sleeve that would later become his own trademarks. Editing intentionally rearranges the order in which the events unfold and keeps the viewers on their toes at all times. And the soundtrack is a compilation of rock n roll, pop & surf music that are cleverly chosen and surprisingly fit the accompanying sequences.Two key elements that are highly contrasting in general but, in Tarantino's films, fit together as if co-dependent on each other is violence & humour. He's a rare artist who is capable of making us laugh uncontrollably at a scene that involves a person's head getting blown-off. Now there is substantial amount of violence in this picture but those violent sequences are also its funniest moments and the reason why it works so well is coz the addition of hilarity to such brutality significantly neutralizes the effect gore & violence alone may have had on the audience.Coming to the acting department, Pulp Fiction features a star-studded cast in John Travolta ,Samuel L Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Christopher Walken, Ving Rhames, Bruce Willis, & many more, and is notable for launching & revitalising the careers of many. Travolta resurrects himself with a smashing performance in the role of Vincent Vega. Jackson not delivers his career-best work but ends up reincarnating himself for this is the movie that made Samuel L. Jackson what Samuel L. Jackson is today and he will forever be indebted to Tarantino for this.Both Travolta & Jackson play the two hit men and their chemistry just clicks. Thurman plays Mia Wallace and is absolutely electrifying in her given role. Marsellus Wallace is a character whose presence looms over the entire story even during his absence & Ving Rhames didn't disappoint in portraying him. Willis adds another feather to his acting range and does nicely in balancing the toughness of his boxer character with a soft spot for his wife. Keitel steals every moment he is in. Roth & Plummer also have their moments to shine, and each one of them succeeds in bringing these scripted characters to life in just the right dose.On an overall scale, with its surprisingly powerful combination of unconventional structure, stylish direction, remarkable screenplay, stellar performances, energetic pace, mesmerising soundtrack and Tarantino's patented mix of violence & humour, Pulp Fiction succeeds as a delicious piece of pop culture that thrills & amuses in a highly unusual manner and is rightly counted amongst the greatest movies ever made. Immortal for its contribution to cinema & pop culture, an unsurpassed milestone in independent filmmaking, and a landmark moment in cinema history that permanently engraved Tarantino's name in the annals of filmmaking, Pulp Fiction is essential viewing in every sense of the word. Multiple viewings advised.","
            10/10
            "
"bob the moo","28 January 2004","Pumpkin and Honey Bunny are thieves who plan their next job whilst drinking coffee in a diner.  Jules and Vincent are hitmen in the employment of top man Marsellus Wallace who must retrieve a stolen suitcase for him.  Butch is a boxer near the end of his career who is ordered to take a dive by Wallace. Mia Wallace is Marsellus' wife who Vincent must show a good time while her husband is out of town.  In a flurry of violence, double crosses and accidents their stories collide in their world of murder, theft and drugs.It is perhaps easier to view this film now than it was when it first came out in the cinema.  At that time the TV schedules were full of interviews with Tarantino and lots of hype.  While it is still considered one of the best films of the 1990's, it is easier to watch it with a fresh eye now. The best film about the film is just how striking each part of it is.  The plot is well constructed in a weave of stories that all stand up well on their own but support other strands.  Often films that jump around within time will be hard to follow but here Tarantino does a great job of not only avoiding this but actually using his structure to propel the film forwards to good effect.The stories are never dull and, although some are better than others, they all pretty much stand up well.  The dialogue in the film could have been annoyingly inane - indeed at points I did tire of the constant pop culture references, but it mostly manages to engage and add to the characters.  It is consistently witty but open to sudden moments of action or violence that are all the more shocking for their suddenness.  There is a point where the film could have been better in the area of emotional involvement.  Most of the violence is met with laughter or interest by the audience rather than real shock or loss; the reason for this is simply that we don't ever really care about the characters on that emotional level - they are players rather than friends.  This is not a major problem as it is something that the pulp genre is happy without and in fairness Tarantino never pretends he is trying to do that.The only other problem with the film is it's glamorisation of both drugs and crime.  This would be a bit of a problem if I wasn't aware of the type of film it was, but I was and I just accepted it; like the man himself said `you don't go to a Metallica gig and tell the f**kers to turn the volume down', so too you don't watch this film expecting it to be anything other than darkly funny, violent and so on.The cast are very good in their various roles; nobody plays it totally straight and they all seem aware that they aren't playing this story in the real world but in a trashy world of pulp fiction hitmen, gangsters and their molls and so on.  Travolta is very good, it's easy to forget now that he had been in the wilderness before this film.  He gives a good performance and manages to make his character likeable without making him pleasant. Jackson impresses more in support and he deserved to win the Oscar that alluded him (`sh*t' he was seen to mouth in place of the usual `oh well done' fake smile!).  His character drive the main part of the film well and is enjoyable.  Willis actually acts here and does well despite not having that much of a range to deliver across.  Thurman is much better here than in Kill Bill and she brings her character to life reasonably well.  Rhames is imposing in his small role and the rest of the cast includes actors such as Whaley, Arquette (times two!), Stoltz, Gallagher, Buscemi, Walken, Greene and a wonderfully enjoyable turn by Keitel.  Tarantino makes a cameo himself and reminds the world why we prefer him not to act, but in fairness he is not as bad as he can be.Overall this is a great film.  It may be a little soulless and cruel if you are not expecting it to be a film that lives up to it's title and is `pulp fiction' but if you know what to expect then you will enjoy it a great deal. The interweaving stories and witty dialogue all keep the film moving forward and, while not a serious or worthy film in any way, it has a great narrative to it and is exciting and enjoyable.","
            1/10
            "
"pdortic","11 May 2018","Well my first review just accidentally got deleted so here is for a second go of it.. Pulp Fiction has an excellent ability to interweave multiple dissimilar narratives into one cohesive story. It has a knack for balancing tense, dramatic moments with witty, comedic relief. Scenes such as the pawn shop basement with Zed, the hit men's clothing change after hiding a body with the Wolf, and Captain Koons' monologue showcase Tarantino's warped sense of humor.","
            10/10
            "
"cartesianthought","20 December 2015","Pulp Fiction put non-linear out-of-order films on the map. With all of the films that follow a formula, it's good to see one that's essentially a puzzle you have to piece together. Each of the characters have some way of bumping into each other. As a departure from the grave tone of his first film, the indie hit Reservoir Dogs, this started Tarantino's signature style of excessively gory dark comedies with humorous observational dialogue. This film is bizarre, has some tense frantic moments, will make you laugh and is overall unlike any other film out there. It's biggest advantage, aside from Samuel Jackson and John Travolta having philosophical discussions about hamburgers, is the fact that it's volatile and it's completely impossible to predict what's next. This was a benchmark movie and, in some ways, a paradigm shift for the industry.","
            10/10
            "
"cutter-12","28 October 2001","The movie that defines the sensibilities of Generation X. That is to say its values are worthless, the story is lurid and over extended, the writer/director is overwhelmingly self-indulgent and tacky (any revelations to do with Christianity are twisted by Tarantino to fit his obscene sense of morality), the violence is absolutely incredulous, and the originality to do with non linear plot lines and everything else is greatly exaggerated (Try watching some early Kubrick to get an idea where he ripped it off. -- hell try watching 50 other trashy independent exploitation flicks from the 50's and 60's to see how much ""originality"" Tarantino has.) I'm not going to make any friends here, as this film has obviously snowed everyone who's commented on it, but who cares. Despite some extremely intelligent and powerhouse acting from Samuel L. Jackson, Pulp Fiction is a n experience not unlike having your face smashed into a urinal by a criminally insane biker in the bathroom at a race track between race four and five. It is an offensive and disturbing trip through the mind of a filmmaker who is as far from being a genius as the Earth is from Neptune. Quentin Tarantino is NOT Orson Welles. And Pulp Fiction is a film which only speaks to a generation pre-occupied with body piercing and anti-depressants. Make no mistake, I am more of an atheist than a Christian, but even I am outraged that people find deep meaning in a killer seeing the light and turning over a new leaf by letting the piece of garbage petty crook snake out the door with everyone's wallet he has terrorized at gunpoint along with his wigged out nutcase of a girlfriend you'd just wish Tony Minero would ice. If he truly was making a spiritual point and sincerely trying to do the right thing he'd have given Tim Roth his wallet, told him to leave the bag and apologize to everyone on his way out. Off to a flawed start as a Christian. And the fact that Tarantino lets us see that Roth and Plummer's characters aren't terrible people but just actors before they pull their heist is also a load of crap. Then there's the completely sickening LA underworld psycho scene (a personal Tarantino fantasy?) to do with sodomy and a couple of hillbillies which was done much truer and to better effect in Boorman's Deliverance. Does anyone truly come away finding this scene to be entertaining? And if so , if you're ever in my town please keep driving.Quentin Tarantino is truly one sick puppy. Sure, he DOES write some nifty dialogue if you can hear it amid the cacophony of MF and N words, but as far as talent for film-making goes he hasn't got an idea. He couldn't act his way out of a box made of wet tissue paper (Spielberg gave a better performance in The Blues Brothers) and visually he has nothing to offer at all. If anyone knows his influences, and he speaks of them often, you will know how all of the people he holds dear and in high regard (especially Howard Hawks) would phone the SWAT team on him rather than invite him to sit at their table.And to sum up my point, what can you expect from a guy who prattles on and on and on about how GREAT a film Rio Bravo is. Before any more Gen X and y'ers announce to the world that this is the greatest film ever made, PLEASE see some other movies beforehand!!!!!!!!!!!!!Start with Citizen Kane.","
            10/10
            "
"Sergeant_Tibbs","9 November 2008","I don't deny that this film is 100% entertainment and the dialogue is solid gold; but that would be nothing without the terrific actors. To be honest, I think the screenplay is massively overrated (although it is commonly cited as one of the best of all-time). It generally mixes ideas from lesser known films and used irrationally to create an ambiance of cool. Though this film is wonderfully cinematic, it must've been tremendously exciting back when it first premiered. I think its exploitation of violence and drugs is a tragedy, and although these consequences do lead to something bad, it doesn't disencourage them. I can't help but resent the film for the fact it's usually the film that gets people into film (can't disagree that it was one of the films for myself, but it has been 7 viewings since) since it offers absolutely nothing new, it just doesn't have a point nor is it a realistic representation of anything - not that I'd like to know, to be honest. If it wasn't such a cult film none of the images would recur. It has a pretty flawless soundtrack though. However, I cannot discredit a film for being overrated and what this film does preach does not offend me. I completely understand the acclaim it gets.8/10","
            9/10
            "
"mikayakatnt","20 February 2020","This film is amazing. Hands down. There is a reason why Pulp Fiction posters remains a constant staple in college dorm rooms.5/5. Quentin Tarantino's finest work. Damn quotable too.","
            10/10
            "
"CalDexter","17 July 2008","I will never understand why Pulp Fiction is hailed by so many as one of the greatest films ever made. Quentin Tarintino's first film Reservoir Dogs was amazing. It had excellent performances, some good action scenes, an impressive structure and fantastic sound track. When Pulp Fiction came out in my country in October 1994, i could not wait to see it. Empire Magazine gave it 5 stars. I remember when i went up to Glasgow to see it with an anticipation i had not felt since i had went to see some thing like Star Wars or Indiana Jones.Oh boy, twenty minutes in and i was already sick to death of Samuel Jackson's character. He just talked and talked and talked and....talked. John Travolta's Vince Vega was a guy i wanted to decimate, oh Travolta you looked ridiculous with those hair extensions and then you talked and talked and talked with Uma Thurman in a silly black wig. There was so much talking in this film that it made me want to walk out. I have only ever done this once in my life and it was with that utter garbage Jack Nicholson flick Wolf. Tosh.So i kept hoping that something good would happen...Christopher Walken as an army bloke talking and talking about a gold watch up his ass...NOT GOOD...a male rape scene with talk...NOT GOOD...Quentin Tarintino turning up in a cameo that should have got him shot (in real life) talk talk about disposing of bodies...oh, this film was the pits, i must have been the only one in the audience that hated this film, because everyone was whooping and hollering like they were watching a Naked Gun comedy. Oh yes, they loved it.Quiet frankly my admiration of Tarintino was gone forever, he got his head together with the brilliant Jackie Brown then lost the plot again with the silly Kill Bill volumes. Pulp Fiction is one of the worst movies I've ever had to endure, its a long boring ride to a sore head.","
            10/10
            "
"kikiboo_8","24 November 2020","I love this one. It just has it all. No need for a long rant about it, it has such a high rating for a good reason.","
            10/10
            "
"logo-48974","15 July 2020","One of my favorite movies of all time and This is one of the most essential viewings in my opinion. The characters and writing are great and iconic. Each story is interesting. The movie can go from intense to funny to just listening to people have a conversation in minutes or even at the same time. A very multi-genre movie and that adds to the rewatchability, you will catch new stuff each time and put pieces together on the multiple viewings. By the time the credits roll you will already be thinking about it and putting it together in your head. Very stylish when it comes to the great soundtrack and writing. Highly recommend, also has one of the best opening credit sequences.","
            1/10
            "
"davidcameron-20885","8 April 2020","The USA can't offer much to the world, it's far too immature, black and childish for that but it can offer us a truly delightful film such as this masterpiece. I really liked the heavy use of drugs in this movie, it gave me tears of joy to see characters having the time of their lives on drugs and made me very nostalgic for my drug fuelled happy days as a youngster at Eton (Mess).The heavy use of drugs, violence, profanity and sex in this film has positively influenced an entire sexy generation of British people and I can't thank the United States enough for that, from youngish Brits swearing every 5 seconds to the cheeky games of hide and seek finding marijuana in the London Underground and asking waitresses for free sex after every bad meal at restaurants, this film truly has changed British culture for the better, I'm so proud of the beautiful ex-British colony known as the United States due to this film.The sexual abuse at the end of the film has also made the UK more aware of sexual abuse of males, this film has made many Brits more self-aware that men aren't invincible, they can be sexually abused and this film highlights the harsh brutal reality of that heinous crime so I thank this film for making Britain a safer place for men. I also really liked the diner scene, the best diner I've ever seen onscreen and just so stunningly beautiful, it truly does look heavenly that place and every happy night I have I dream of going to that diner with a few of my British mates and gently bonding with our lovely American children.","
            10/10
            "
"one9eighty","3 February 2021","After the success that he had with 1992's ""Reservoir Dogs"", Tarantino came back strong with his second written and directed full-length feature film, ""Pulp Fiction"". Some would argue that this neo-noir black crime film is his masterpiece. Like his previous film, this offers just as much violence and brutality, which again is wrapped up with lots of style and substance.This film has seven narrative sequences, with three primary storylines, which are all interwoven, making it a hard watch for some people, while others marvel at its construct. Mob hitman Vincent Vega (John Travolta) is the protagonist of storyline 1, Butch Coolidge the boxer (Bruce Willis) is the protagonist of storyline 2, and Jules Winnfield (Samuel L. Jackson) is the 3rd storyline protagonist. The film goes from a prologue (diner hold-up), to Vincent, Jules, and then Butch, before going full circle the epilogue and the diner hold-up again.I enjoyed this in the 1990's when I first watched it, and I've never shied away from watching it again given the opportunity. It might not be everybody's cup of tea and it certainly is not for the younger audiences (even of post 2020!), but I enjoy it and can appreciate its technicality. Having the benefit of 20+ years of hindsight it is interesting to see lots of films that have come out since and tried to replicate part of this film, most have failed too. It is a testament to how good this film is though that it can inspire other people to try, not just in film but other mediums too - games, comics, etc. If you have not seen this film it is absolutely worth a watch, and if you have seen it, why not watch it again and find something you missed last time - or discuss some of the themes, homages, or McGuffin's to try and work out your own messages (the gold light in the suitcase for example - I would love to believe it is Marcellus's soul. It ties in with the plaster on the back of his head, and with the combination of '666' on the briefcase - but this has been widely debunked). A cracking film and an enjoyable piece of art - one of Tarantino's finest films in my opinion.","
            9/10
            "
