"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"drjlo","6 January 2015","This movie showcased probably the most awe-inspiring, realistic Mecca special effects I have ever seen. Utterly amazing.Unfortunately, they have also succeeded in making the movie boring, boring, boring. They somehow managed to stuff into this movie pretty much every single Hollywood cliché, character stereotype, utter predictability, unfunny comedy relief, and UN-heart-felt emotion. Despite the stunningly realistic special effects, this movie felt completely fake. Perhaps, many viewers can tolerate fake movies as long as there is compelling suspense and drive to hold one's interest. I am sad to say, this movie presented near zero suspense or drive. It's actually a mystery how the makers of this movie managed to kill off all fun and excitement given the awesome effects available to them. Couple that with the lack of a single compelling character, we have a movie that should have been so much more...","
            7/10
            "
"mbh42498","22 July 2013","How many of you remember, ""WE NEED DINOSAUR POWER NOW""? Ah, that and the recent Transformer movies. Rather than just A lot of explosions and teenagers running like chicken ......, you get more of the idea that these are manmade military megazords.First, I think I can speak for most people when I say that the fight scenes are ""booking dot"" great. The amount of detail in the movements and in the scenery is a sight to see. I mean honestly, there isn't a clear use of military guns and tanks that we've all seen before; its all replaced with giant robot fighting that is pretty much new to us.The story? Like all in your face, big bang movies, I do feel it is a little lacking. But...I didn't really need much of a story because I was so glued to the screen.The idea of the whole movie is where I must applaud. Parts of this movie are so well thought out and original its not seen very often. The idea of using 2 pilots to command a robot, now that I think isn't that original...But the idea of neurology, the design of the whole movie, using weaponry different than some grenades and just some bullets....and the way everything looks in the end.I can say that this is going to be a movie I will be eagerly looking for online and on HBO, as this is literally the best giant robot, giant monster, military, fighting movie EVER MADE","
            7/10
            "
"tstudstrup","8 July 2019","They go and make something like this. And totally redeem themselves!!
I thought this slightly changed quote from Dumb and dumber was fitting as a headline for my review of Pacific Rim.This movie is about gigantic monsters attacking humans, so humans build gigantic robots to fight them back. That is the plot. And yes its dumb. Yes the effects are impressive. But good CGI does not make a good movie.I cant think of a single good film Charlie Hunnam has appeared in in the last 5 years. King Arthur, The Lost City of Z and Triple Frontier are those I have seen. And they all suck.Hunnam has proved that he is a good actor in Sons Of Anarchy, but he seems hell-bent on on disproving that as his performances in the before mentioned movies as well as in Pacific Rim are wooden and bad. No matter what character he plays he always seems to be Jax Teller, with a different name and a different haircut or hair color. He is basically a poor mans Christian Bale.I cant wait for the day Hollywood realize that Pacific Rim (Dumb) and Godzilla (Dumber) based on Japanese anime and japanese movies is not the way to go, when making American movies. Most annoying part: because these movies are based on japanese cartoons and movies, were forced to deal with horrible asian actors to please the asian audience. who in part paid for these movies to be made in America with American actors. Asian actors are annoying, not only is their english inept, but so is their so called acting. This is why they dont make these movies themselves in Japan, because they know their actors suck.Avoid this. Even if viewed as a harmless scifi movie where you check your brain at the door, you will still be annoyed and not entertained by Pacific Rim.
I give 1 star because 0 is not an option.","
            1/10
            "
"PartialMovieViewer","29 July 2013","Childish flashes of techno doo-doo splashed on screen to make money. What a snore-fest. I even think the robots were boredmight want to check their mechanical toes for scuff-marks. Oh – and the acting – what can I say about something that wasn't there? Not much. And not only was talent absent, but the camera work was all over the place. Shaky-shaky is all I can say about the film work. I am probably being too hard on the movie and I might have missed something. Maybe the plot was too deep for me. Just maybe I slept through something. Are you kidding me? There was no plot and absolutely nothing new. With that being said I must be fair. Granted, even if this dribble was plot-less, it was predictable. So much so – that I could have predicted the story without spending a cent. I cannot believe that so much money is dumped into 'B' movies and the producers still clear a profit. Ah well – something is there for someonejust not me. Oops – they got money from me – I take that back.","
            3/10
            "
"btnthx","11 July 2013","How do you make the perfect summer movie? I'm not just talking about the best action movie, or the best summer comedy, just the perfect summer movie. Some would say lots of explosions, while others may say a good love story will always do the trick. Every year all the studios aim to release a movie that you will want to see, their idea of that great summer movie. Well I think Guillermo del Toro has figured it out, Robots Vs. Monsters.I know it can't be that simple, since we already had a Cowboys and Aliens that didn't live up to expectations, but for me ""Pacific Rim"" really is. We have always looked to the stars for where we thought visitors might arrive on our planet one day. But, what if they come from deep within our oceans? That is the question ""Pacific Rim"" poses. Creatures called ""Kaiju"" have attacked the coastal cities in the Pacific. They start in San Francisco, and then attack cities like Manila, and Cabo. After conventional weapons have little effect, the world's governments decide the only way to fight monsters, is to build monsters of their own. The ""Jaeger Program"" is born, where giant robots are built to fight for mankind. Each Jaeger is controlled by two pilots, who control each hemisphere in the Jaeger. The Jaegers become mankind's best weapon against the ""Kaiju"" and their only way to save the planet. This is what ""Transformers"" could have been, if del Toro had been at the helm instead of Michael Bay. While Bay has always been a visual director, he just does not have the complete package like del Toro. This movie has something for everyone, but above all it is just fun to watch. It is a big and loud, and one of those movies that are made to be seen on the biggest screen you can find. For everything that is wrong with summer movies like ""After Earth"" and ""The Lone Ranger"" this movie gets it right. This is not a movie that is going to get praised for its great story, even though it has a decent one. The main selling point is ""come see this movie and you get to see giant robots and monsters beat the crap out of each other."" I mean really after that what more do you need? I went in expecting to see one of the best movies of the summer and walked out not thinking any different. The performances for the most part are not anything special, except for every time Idris Elba is on the screen. Given the best dialogue, including a speech any football coach would love, Elba just commands your attention. In a world where sequels rule, we should embrace originally. I mean didn't we say all we needed to say with the original ""Grown Ups""? Do we really need another? I say this weekend when you go to the movies see ""Pacific Rim"". It's like sequels are the ""Kaiju"" and this is your chance to command a Jaeger and to tell the world you are tired of all the ""Kaiju"". And if you can, see it 'IMAX' big, because this movie doesn't do anything small.Brian Taylor http://the2cinemen.blogspot.com/","
            10/10
            "
"joebloggscity","30 May 2014","I'm not going to give any summary of the plot line, as much of it is derivative from enough films we've all seen before. The dialogue is simplistic, the acting cast little better but it's a CGI-fest.Don't go into this film thinking you are going to find any new great gem. It's part-Godzilla, part-Avatar, part-Independence Day and so on. It looks good, but there's hardly any good story. I was mostly bored.Some are going to like this a lot, as evidenced by the surprisingly positive reviews from the professional critics. Many others will just find it to be a passable action sci-fi thrill. I've seen much better elsewhere, and think you will have too. Up to you.","
            1/10
            "
"jesse-hitzroth","11 July 2013","One of summer's most anticipated movies is finally here, Del toro's Pacific Rim. This is a movie little boys imagine when they are young, playing in their sandbox. It's quite easy to see why Del Toro was attracted to such a film. It clearly shows in this film and I don't think many directors could handle a film such as this with such love and dedication to their craft. Del Toro really knows what audiences want. So is Pacific Rim his best film? No defiantly not, not even close. Is it at least a great film? No it's not. Pacific Rim however is entertainment at it's finest. It's difficult for me to rate a film like this . Pacific Rim has flaws. The human characters are pretty much awful, and the movie is cheesy as hell. I must also say 3 characters in this movie were probably some of the worst characters I have ever seen in a film. The main female, and the two scientists were just awful. However the real star of this film is the giant robots and the evil monsters. Del Toro knows how to entertain an audience and by god does he do it here. The action is fantastic and does not get to crazy like some Transformers movies do. This is the type of movie where you need to have your brain off and just be entertained. If you hate movies like this, then don't even bother checking this out, but if you have watched similar films and enjoyed them, then you will be all over this. Pacific Rim manages to be original and familiar at the same time. However because of Del Toro's fantastic direction and storytelling it's easy to overlook Pacific Rim's failures. This one redeems the mediocre summer films. Rating: on a film reviewers scale i would say 7.5 out of 10. However it's Del Toro i'm biased and above all rounding up to a solid 8 out of 10. Final Rating: 8 out of 10","
            8/10
            "
"fredberglyle","31 October 2013","A visual treat, I must say and a fairly good movie. Seriously I expected something bigger from the director who made me believe that fairy tales could be serious in Pan's Labyrinth. The movie certainly is bigger technically but falls behind novelty. Everybody has known transformers, battleship etc.., and not again with this combats. I've seen these animated combats way before in 1998 when I played metal fatigue game. Actors did a fair job sailing along the script and I disagree with the other reviewer who was telling that actors were bad. The first 10 minutes was excellent and I felt like 'm gonna see something like District 9 but the movie lost pace in the middle and got highly predictable (something like a lunch with a good soup and a bad main course). The bottom line is that the movie is visually appealing with nicely written dialogs to match but falls behind any new essence.","
            2/10
            "
"bravesfanc","27 July 2013","While I wasn't completely blown away by this movie like some other reviewers I did enjoy this quite a bit. It's more than an action movie, it has a decent story to keep you entertained while there aren't battles going on.One comparison I've heard is that this is just like Transformers. These people couldn't be more wrong. Transformers is for pure entertainment and the story comes second. I feel like this movie was better at making sure the story was relative to the action that was taking place. I also think that when there was action, it was shot better. And what I mean by that is the camera doesn't seem to shake and you don't only get quick bits and pieces of the fight.What I would compare it too, would be the T.V. show, ""Power Rangers"". All of those episodes would usually end with a battle between an enlarged creature against the Power Rangers who combined their droids, zords, I can't remember. Anyway, think of that but with the action 100 times better! If you enjoy action, some funny one liners, and a decent story that brings it all together, definitely give this a shot!","
            8/10
            "
"tedg","20 April 2015","Yes, I do find this man more disappointing than your average action director. It isn't that his movies are any dumber than others. They aren't. It is a reverse prejudice based on two qualities. He has a powerful visual ability, in beings, environments and machines. It irks me to no end that he cannot turn this to visual storytelling. The visuals are engaging. The stories are dull and have no intrinsic connection to what we see.The other expectation is the Hispanic filmmaker's dilemma: so very many use a tradition inaptly called magical realism. Poetry invades physics and we can either have a story where the nature of the story bends the nature of the world, or we have a parallel world interwoven within ours for a while. I am so taken with this style of filmmaking that I would now perish without it. Even Rodreguez has it in his kiddie and troubling exploitation movies. That del Toro seems so oblivious to this richness, while excelling in others that matter.... It is like a master chef's meal that is lovely but made from paper. So all this big slugging machinery? Paper.","
            8/10
            "
"mr_cumshot","16 September 2013","Why is this movie so bad? Let me answer my own question: because of very bad storyline and bad actors. And while I'm at it, you know why I give this movie a 1/10? It's because IMDb won't let me give it a 0/10.When I saw the trailer I thought this movie could have potential but oooh my god was I wrong... This ""movie"" begs for extermination. And now that I think about it as I'm writing this, I think I hate it. I don't know how could a group of human beings make such a mess. The special effects is the only interesting thing to look at, but it's not worth it.This is why I enjoy movies from the 80s and the 90s. Most of those movies have good actors and very good story. I can care less about CGI.So my advice to you if you haven't seen the movie yet: don't waste your time/money, I beg you...","
            10/10
            "
"dragokin","5 January 2014","The current note 7,1 for Pacific Rim on IMDb.com is another example that new generations are writing the history of cinema or at least the reviews.On the positive note, the effects are superior and there are some reference to Godzilla and H.P.Lovecraft. On the other hand, there is nothing memorable about the plot apart from several CGI sequences. But even they were interesting only if you're into special effects. All members of the crew offer sub-par performance. At times it seemed as if some of them weren't even trying to act but rather spout the lines in front of the camera.","
            8/10
            "
"ugyenpeljor","11 July 2013","It is my sincere hope that this movie proves to be a huge hit, because that will mean we'll get more live-action anime adaptations from Hollywood! Why do I say this? Because Pacific Rim isn't a direct adaption of any one particle anime series, but rather, a homage to the entire genre as a whole. And all of this from the man who brought Hellboy to the big screen, no less! That said, the Human element in this was a little weak, the romance felt a little forced, and some characters felt too large for life. Case in point, in a movie that features 300ft robots and monsters duking it out and wrecking entire cities in their wake, the only element that felt really too excessive was Charlie Day's performance as the science fellow. The whole effect, ultimately, was the feeling of a comic book, but then again, this is exactly what the director intended, and exactly what we, the viewer, should expect. As you may have guessed by now, I'm a huge geek for anime, manga, kaiju films, and Japanese culture in general, so this movie was everything I could have wanted, and then some! That is why I encourage you all to check it out! In the mean time, I'll be biding my time until another Japanese monster star makes a well-earned and highly anticipated return to the big screen next year. Until then, this is ugyenpeljor signing out.","
            6/10
            "
"diddlydiddlydee","15 March 2014","This horrible excuse for a movie is the epitome of everything that is wrong with film-making these days. Style over substance. Visually stunning but devoid of everything else that makes a good film.Idris Elba was horribly miscast as was practically everyone else and I can't honestly say I have ever watched a film that was so empty and vacuous, so bereft of anything approaching a good performance. It's almost a credit to say that every facet of the movie was so utterly atrocious.By far the worst thing Guillermo Del Toro has made or ever will make and I'm sure he'll look back on it and think 'what the hell was I doing?'It pains me to say that Transformers 2 was better which tells you absolutely everything you need to know. Avoid this clichéd CGI tripe at all costs. Having a colostomy bag fitted would be more fun.I would give it a negative mark out of 10 if I could. If this is where film-making is going, we're all going to hell in a handbasket.","
            6/10
            "
"siderite","14 October 2013","This film is a successful blend of Japanese mecha and American hero movies, although I personally am not a fan of either. Therefore the fact that I liked it has to mean something. First thing you have to do in order to enjoy the film, though, is leave out logic, critical thinking or any knowledge of physics and/or biology. This is not a movie about real life, so deal with it. Once you do that (bring nothing to the drift, so to speak) you will probably enjoy the film because it is really well done and lots of fun.The plot is simple: on the bottom of the Pacific ocean there is a dimensional rift through which giant Godzilla like monsters are coming through. The human solution is to build giant humanoid robots and punch the monsters to death. Yeah, I know. In a way, it is a sort of Top Gun with interdimensional alien monsters rather than Russians. Also the main character is impossible not to like: he is heroic, but also thoughtful and calculated, so completely different from Maverick.As usual, Idris Elba is a supporting character who by his selfless actions saves the world, then dies and the beautiful Caucasian lead gets all the credit. A tip of the hat to the Japanese origins of the mecha mythos, the female lead is Japanese, although she doesn't do much. Other known actors have small roles, to my chagrin. Ron Perlman plays as well (stay until the credits to see a final scene with him). The scientists are great, although perhaps their geekiness is a bit over the top and unnecessarily so.The special effects are almost flawless and, combined with heroic music and bar fight action scenes enlarged times a million, makes it almost impossible not to have fun. Heed my advice and do not think of solutions to the problems presented in the film, or you'll feel like the guy in the Shark Pool trailer. Just go with the flow. I find it ironic that in order to enjoy the film most you must follow the instructions given to the Jaeger pilots. I do hope that was intentional, if a bit cynical.Bottom line: I was sure I was not going to enjoy it and I was very wrong. My head still buzzes with alternative scenarios in the same conceptual world, but the path that Guillermo del Toro took was both crowd pleasing and respectful to the feel of Japanese mecha, thus I have no quarrel with it at all. So go watch the film.","
            10/10
            "
"DKosty123","21 July 2013","This movie has the honor of being my first IMAX 3D exposure to any movie. I have to admit that the effects, the 3D, and the surround sound is impressive. As for the movie, the plot has pretty much been done in 100's of films already. Aliens spoiling for taking over Earth (obviously they have not read any of our news about how we have wrecked the planet with climate change) have opened a portal into our planet to develop and plant monster after monster on our planet with plans to attack and destroy us. They want Earth and they want it bad. Sci-Fi fanatics plot to be sure.The best feature of this movie is that it is short, because it seems to turn into one attack after another after the first 15 minutes of the film. In fact, the scenes with people fleeing the attacks in Hong Kong reminded me very much of a 1950's Godzilla movie. Even the alien monsters look a lot like good old Godzilla, and in the case of the pregnant one, the bride of Godzilla.The humor is the only relief in this exercise, but there is not enough there to make it entertaining. The script is short and I feel sorry for the cast trying to bring over this turkey. Still, there are some great CGI effects so I guess everything is not lost.As for me, the most interesting moment is in the previews. It appears Warner Brothers is updating a great movie into the 3D Imax Surround Format that ought to really be something to see. They showed a new trailer for the 75 year old film which pretty much concentrated on special effects of the film, which after watching this one is 75 years ahead of it's time. Whoever at Warner had the idea of doing the old movie ought to be congratulated because I'd like to see it in IMax not just for special effects but to hear one of the great movie musical sound tracks in surround sound. That preview was for the 1939 Classic Wizard of Oz. As for Pacific Rim, it appears the San Andreas Fault is not in Kansas yet, Dorothy. If this movie was 3 hours long (ugh) there would be no place like home.","
            8/10
            "
"jodprak","11 July 2013","I just watched Pacific Rim on the first day/time slot of premiere in 3D. Yes, I am a geek. But that is not the whole point. If you had the excitement of watching anime movies of robots vs monsters in childhood, this is perfect movie for you. The Kaiju monsters design reminds me of Godzilla's villain monsters combined with Cloverfield monster, xenomorph (Aliens), and TRON. As for the Jeager robots, I'll let you to decide whether they are good or very good. :)To watch this movie I needed to change my mindset to be like a 10 ten year old robot geek child, like 29 years ago. Because if not, you will feel a lot of question marks and disappointment through this movie. The story is quite predictable. The plot and pace are simple enough for children to understand. And the nerd and geek professor appearances are a bit annoying for me. But hey, that what is all about: to celebrate the childhood memory of robots vs monsters.Overall, the movie is great for robot vs monsters anime fans. It's not even close to that horrible Michael Bay's Transformers.","
            7/10
            "
"quincytheodore","20 July 2013","There lies our inner child who will squeal when giant mecha heroically arrives to fend off gargantuan tower size monster in an epic battle that will surely destroy anything around them, but we really don't care about collateral damage. Pacific Rim is a homage to that forgotten child and ultimately the mecha genre. I didn't expect Japanese inspired Godzilla-esque scenes, where it was made from cardboard miniature and people in suit back in the old days, will be realized into hyper stylish modern day action movie. Granted, it's still marred by a few typical disaster movie clichés, but it will make your eyes open wide and mouth agape just seeing the colorful metal knight versus relentless organic behemoth as your childhood is relived once again.There hasn't been anything quiet like it visually. Color palette is glossy and bright, the motion of the gigantic being, either it's steel or flesh, is appropriately smooth. The scale of the encounters is immense, often showcasing stormy sea and dystopian night life to emphasis the clash. Use of 3D effect highlights it even more, its camera angle shows the threat of Kaiju, the monsters, in a daunting perspective. These walking antagonists deliver thrill light years ahead compared to usual monster type on their television counterparts. It makes the appearance of Jaegar, the robots, even more exciting and the battle that much better. There's just no shortage of colossal mayhem in Pacific Rim.Story takes a bleak contemporary setting where Kaiju attack gradually increases, however this is unlike gritty nuance of apocalypse, it still has some fun and humor. Humanity's answer for the Kaiju infestation is Jaegars. tall stoic robotic entities which take two persons to pilot by synchronizing their thoughts. With incredibly fast paced screenplay, the movie pulls audience to invest in the story. Charlie Hunnam from Sons of Anarchy fame takes the role of the troubled protagonist Raleigh Becket. He's clean cut with emotional baggage of losing his brother. In a way it makes him a compatible with Mako Mori, played by Rinko Kikuchi, the teen girl from Babel.The dynamic between them is the majority of the story, which arguable takes a bit longer than expected. They do relatively fine, although there's not much chemistry to be had. Charlie Day and Ron Perlman are present, mostly for comedy relief. It appears that the movie would like to introduce larger-than-life characters, much like those in anime. Some scenes don't really work since it's trapped in predictable cycle, such as some ridiculous death scenes or the speech before final battle.Credit must go to Guillermo Del Toro for creating a movie he's truly passionate about. Mecha genre is far from mainstream, especially in blockbuster, but it now has a decent representation in the form of Pacific Rim. Some silliness or occasional slow scenes aside, it's a fresh entertaining rendition of boys mecha fantasy and an especially irresistibly captivating action movie as a whole.Rate 8/10","
            8/10
            "
"Hellz_yeah_69","3 June 2020","This movie had some great fight scenes and really well done cg! Can't wait for the 3rd one in the series!","
            10/10
            "
"p-stepien","11 October 2013","""Pacific Rim"" is hardly innovative. Actually quite the opposite it is an epic exercise in post-modernist Tarantinesque mash-ups, where Mexican director Guillermo del Toro takes Japanese kaiju inspirations and their love for big mechabots, molds it with some quasi-Lovecraft mythology to create a bombastic blockbuster feature with little other intent that to entertain. And del Toro clearly has absolutely no other higher pretence. Popcorn at its finest (at the same time setting a high bar for Gareth Edwards ""Godzilla"").When a mysterious rupture appears somewhere on the Pacific rim, giant monsters start emerging from the ocean, creating havoc and destruction on coastline areas. Confronted with this deadly gargantuan opponent a new method of defence must be formed, thus initiating the Jaeger programme of giant human-controlled robots. Due to the mental burden of controlling a monstrous Jaeger two pilots are necessary, both having to share their minds through a neural bridge. After a temporary turning of the tide in favour of humanity, the kaiju threat increases and soon all but four towering Jaegers are left to defend our planet. Amongst the remaining pilot is previously retired ace Raleigh Becket (Charlie Hunnam) and an untrained cadet Mako Mori (Rinko Kikuchi). Led by the legendary pilot Stacker Pentecost (Idris Elba) they are all that stands between the inevitable apocalypse.Focusing on the spectacle, del Toro does his best to distract attention from human casualties, so instead of single humans being treaded upon we see a visual treat of epic proportions. Forced on by cardboard cutouts the story can never be held as anything other than generic fodder, even if the masterful presence of Idris Elba spurting out gibberish, as if he was delivering Shakespearesque brilliance, does its best to hide the thinly plotted story. That said del Toro has enough sensibility and rationality to deliver a story without gaping plot holes and illogical contrivances, thus making it a thankful respite from cascades of movies spurting out nonsense with almost religious zeal.Within this behemoth of a movie lurk the age-old trusted interior mechanisms of blockbuster action movies, introduced however with a certain finesse of which directors like Michael Bay are incapable of. Pure enjoyment is what is on offer - expect anything else and you will be sorely disappointed. Lay back mind-meld to the blockbuster of the season.","
            5/10
            "
"A_Different_Drummer","13 January 2014","Before I saw this, I thought it impossible for Guillermo del Toro to be involved with a weak filmLooks like the Godzilla franchise is alive and well. Oops. Well, one out of two ain't bad.Requires two pilots to operate the ""Yeagars""??? -- that they snuck this factoid into the opening voice-over/backstory should have been warning enough, for those with eyes to see and ears to hear. Gives new meaning to the phrase ""flimsy premise""""Yeagar"" is a really cool name for a weapon. This is also the sole and only clever idea in the movie.Before I saw this, I thought it impossible for Guillermo del Toro to be involved with a weak film. But I repeat myself.Want to see this done right? Watch Independence Day.A lot of sound and fury, signifying nothing.Before I saw this, I thought it impossible for Guillermo del Toro to be involved with a weak film. I think I am still in denial on this point.Watch the actors try to compensate for the weak script, and only dig themselves in deeper. Lots of scenery chewing and glaring, pregnant pauses...The comic scenes might have worked if there was actual drama to contrast them to?Before I saw this, I thought it impossible for Guillermo del Toro to be involved with a weak film. I am starting my 12 step program next week...","
            3/10
            "
"alexanderpratl","19 July 2023","Pacific Rim = 6/10Pros: The CGI and design of the robots and monsters is great and looks impressive even 10 years later, The cast is really good and Idris Elba carries the movie, The monster fights are impulsive and just plain epic, The movie thinks a good balance between stupid story but really good action that refreshes the bad elements, the finale is really good and even a bit emotionalNegative: The entire plot is really meaningless and only serves as a filler between the fights, the childish plot really drags the movie down and the many plotholes, clichés and predictable moments tear you out of the experienceConclusion: A really gripping and epic film with gigantic fights that are really fun. Unfortunately, the film is dragged down by a stupid plot and a poorly written script.","
            3/10
            "
"cody-ruhlen","26 July 2013","This movie is one of the best I have seen in a long time. Everything I can think of is incredible in this movie. From the incredible CGI effects to even the awesome soundtrack this movie does no wrong. The only negative thing about the movie is the length, but with the amount of information and depth they put into the movie, one is amazed by how short the movie is compared to what it could be. Not once did I look at my watch and think ""When will this be over?"", like I do with most movies over 2 hours long. The fight scenes are very well done in this movie. You expect a fight scene between a 250 foot robot and a 300 foot monster to be cheesy and in your face but they aren't. All of the technology is explained very well and the camera angles are ones that allow you to see everything going on. I highly recommend that everyone on this site go see this movie now. Between the incredible visuals and the intense soundtrack you will almost be wishing this plot was real so you can hop in a Jaeger and kick some Kaiju ass.","
            10/10
            "
"zdog26","4 August 2013","Boy, did I have a great time watching this movie. There really isn't any other way I feel about it. I had a blast and that is something that has been sorely lacking from the movies in this day and age. Man, I wish Roger Ebert could have seen this movie and taken comfort in the fact that the fun in film is still around.To get gripes out of the way first, it was a bit too long and there were some awful lines. Charlie Hunnam isn't a very good actor but hell, we didn't come to watch this movie for the character drama. We came for the battles. Holy crap, it's as if del Toro was told ""Just let loose."" His creature designs are utterly fantastic and I loved looking at the movie. The battles are hard-hitting and you really get the sense that these are massive, massive beings that are just larger than life. As far as I am concerned, the Transformers movies aren't even worth watching anymore. The Autobots and Decepticons have got nothing on the Jaegers and the Kaijus. Hopefully, in the future, we get to see a sequel! If you are looking for a good time, ignore the fools who went in expecting for a killer story and a killer script. It just ain't there. What is there, however, is a wonderful sense of fun and excitement, and that alone is worth the price of admission.","
            1/10
            "
"JolinKnight","7 December 2013","7.2 out of 10 by now with one fifth million users it is a predictable rate for this movie.Unfortunately this movie didn't earn their budget back leaving a nearly 10 million deficit. It is also foreseeable as using the similar technique as Transformer but as awesome fighting scenes as its, the only consequence is paying back in box. The plot is quite simple fighting the monsters which is quite like a Japanese series used to be seen in childhood, in other words, maybe only children like it and only people want to relax without thinking too munch of movies would like pick this one. Obviously it has some plots aiming to touch the audience but it seems the effects are not very impressive.In terms of the good aspects, at least it gives a happy ending. The giant robots maybe satisfy the geeks. Also I like the perform Rinko did in this film it is definitely a Japanese performing which is very cute. She can be very serious very tough but behind that she is fragile needing a shoulder to rely on. That is also the reason why Japanese girls are good wives they are melt LOL.In conclusion it is fit for children but not for the ones too small maybe 10 years old and above. Apparently it is for box but failed. Well nothing to say but good luck to the next one.","
            1/10
            "
"nonprofitgnome1","25 July 2013","Pacific Rim was easily one of my most anticipated movies of the year. With a great director like Guillermo Del Toro, a fun cast with Idris Elba and Charlie Day, and monsters vs kaiju; hyped was an understatement. The movie almost lived up to its hype but unfortunately had its flaws.The movie is all about the human's war with the Kaiju (monsters from the ocean). To combat these monsters, society creates monsters of their own. The movie doesn't try and be anything more than that, a vehicle for monster vs monster combat.As expected, Del Toro delivers when it comes to one of the most stunning fight scenes I have ever seen. You could have put the middle fight scene from Pacific Rim into the middle of Batman and Robin and I'm still giving it a good score. I also enjoyed the performances by Idris Elba and Ron Perlman.Unfortunately, there were a few negatives. Firstly, the acting was just OK. Aside from Elba and Perlman, there weren't really any great performances. The scientists definitely overacted and the rest were just pedestrian. This wasn't a huge issue as I didn't come for the human interaction, I came for mecha carnage.The most disappointing thing with the movie was the ending. It's not that the final fight scene wasn't great in itself; it's just that it couldn't live up to the fight scene in the middle of the movie in the streets of Tokyo. The ending was a bit anti-climactic.If you are a fan of great action you can't go wrong with this movie. If you're a fan of mecha anime you can't go wrong with this movie. If you're a fan of Del Toro's you can't go wrong with this movie. Do yourself a favor and see it on the big screen, you won't regret it.","
            4/10
            "
"MetalBlade666","27 July 2013","For almost two years since I first heard whisper of Pacific Rim, I've been excited on a level I don't recall being excited about since I first heard about Independence Day. As the gradual feed of new footage, posters and trailers began to be unravelled at the beginning of this year, I was buzzing like a fly trapped inside a jar until finally the IMAX experience was upon me last night.I could sum my thoughts up in just three words - holy, f**king and s**t - but I need to put it in more articulate words that that.Sometimes though, what you want to express is difficult when existing words don't quite measure up. So invented a new word which is actually a portmanteau of several words.GARGANTEPITASTIC!Yes. The scale of the monsters and fighting machines is GARGANTUAN! The concept and theme of the film is truly EPIC! And the whole thing is put together with such skill by Guillermo del Toro that the end product is nothing short of FANTASTIC!Really, I think this may be the most enjoyable film I've seen at the cinema since Independence Day, maybe even ever? It's brilliant, and totally matched my expectations, and in the case of the actors, even exceeded them.When faced with the prospect of a film about giant robots versus giant monsters, it's difficult to look past giant robots and giant monsters, but spare a thought for the comparatively ant-sized humans of the piece. Unlike the classic TOHO movies where the people are generally just there to run away and point and look up, the people of Pacific Rim are integral to the story and play a major part. Charlie Hunnam is ruggedly heroic as the Jaeger (giant robot) pilot coaxed back from retirement by Idris Elba, almost presidential in his role of authoritarian, who himself channels Independence Day's Bill Pullman speech to rapturous approval.The first ten minutes is enough to sink it's hooks in, and by the time the Jaeger's take on the Kaiju (giant monsters) full force, it's delirious eye candy light years ahead of most action scifi blockbusters, with possibly only the likes of James Cameron or Peter Jackson coming close to being capable of realising on- screen what del Toro does here.This is a thoughtful, loud, spectacular, engaging and incredibly impressive example of where a quintessential summer blockbuster ticks every single box. Then draws some more boxes and ticks them as well. As soon as the end credits rolled I immediately wanted to see it again, and I honestly can't remember the last time that happened.I can't recommend Pacific Rim enough, and if there was a way to add an extra star to this rating then I would.","
            8/10
            "
"salaj1986","2 January 2014","It has a good score here on IMDb, but again it proved to be highly overrated. I gave it a 5 because it would have been much better, and contains no serious logical mistakes. It looks like the creators wanted some easy money, so they mixed everything together: robots, some fightings, aliens, etc... But. The story is poorly written, and basically follows a well known, and unbelievingly boring, and predictable path. No surprises at all. It's like nowadays no one really cares to write a good and exciting story, they concentrate only on the CGI effects, and they think the rest is not important. They copy-paste it from other movies and that's it. Apparently it looks working, sadly...","
            3/10
            "
"iraz","1 October 2013","Guillermo del Toro is an incredibly talented director and has always (until now) made interesting, intelligent films. Why he would stoop to a CGI loaded character-less film like this is beyond me. Are we sure this wasn't made by Michael Bay? I was excited to see ""Pacific Rim"" and had hope at the beginning but after about 30 minutes or so, I was bored. With poorly developed characters, this is nothing but a movie cartoon. Now that is probably fine for many movie goers and if that's what you like, fine! I like substance, a well scripted movie that gets you completely involved. That is not this film. Another issue is why do these type of films have to be so long? They are always well over two hours which can seem much longer if you are uninvolved.I don't understand the mostly high scores and positive critical reviews. Does this mean we expect that much less from our blockbusters? CGI alone does not a picture make!","
            5/10
            "
