"Category","Brand_Description","Price","Review_Count","Rating"
"Scanners"," 488 Duplex Document Scanner (DP488)  3.9 out of 5 stars 15  $248.00$248.00 FREE delivery Mon, Jan 29 Only 13 left in stock - order soon.Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ","248.","15","3.9 out of 5 stars"
"Scanners"," Sigma Lite 4"" Non-LCD Signature Pad with Software  3.6 out of 5 stars 11  $119.95$119.95 FREE delivery Mon, Jan 29 ","119.","11","3.6 out of 5 stars"
"Scanners"," 35mm Slide and Film Viewer, 2X Magnification Negative Viewer, Desk Top LED Lighted Illuminated Viewing Old Slides (2 AAA Batteries Included)  4.0 out of 5 stars 8  $18.99$18.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 ","18.","8","4.0 out of 5 stars"
"Scanners"," Scanner Brake Pick Roller Fi6130 6225 6130Z 6230 6140 6240 6120 Fi-6130 Fi-6225 Fi-6130Z Fi-6230 Fi-6140 Fi-6240 Fi-6120 Parts No :PA03540-0001 PA03540-0002  4.1 out of 5 stars 91  $20.00$20.00 FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonPrice may vary by color","20.","91","4.1 out of 5 stars"
"Scanners"," Canon ImageFORMULA DR-6010C Office Document Scanner  3.7 out of 5 stars 29  $2,237.00$2,237.00FREE delivery Wed, Jan 24 Only 5 left in stock - order soon.More Buying Choices$148.99(37 used & new offers)","2,237.","29","3.7 out of 5 stars"
"Scanners"," K2-H80B50 Card Reader Cleaning Cards - Flat Cards (50)  4.2 out of 5 stars 123  $26.99$26.99 List: $29.99$29.99 FREE delivery Sat, Jan 27 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$26.90(11 new offers)","26.","123","4.2 out of 5 stars"
"Scanners"," Sigma 4"" Monochrome w/Backlight Signature Pad with Software  3.9 out of 5 stars 12  $199.95$199.95 FREE delivery Mon, Jan 29 ","199.","12","3.9 out of 5 stars"
"Scanners"," – Document and Photo Scanning Stand – Phones & Tablets. Adjustable, Precise Image Alignment. iPhone Scanner Stand. Accurate Text Recognition (OCR)  3.8 out of 5 stars 159  $49.95$49.95FREE delivery","49.","159","3.8 out of 5 stars"
"Scanners"," Check Scanner Cleaning Card (5)  4.5 out of 5 stars 144  $10.99$10.99 FREE delivery Mon, Jan 29 on $35 of items shipped by Amazon","10.","144","4.5 out of 5 stars"
"Scanners"," Portable Document Scanner, 900DPI Handheld Portable Scanner Image Scanner Scanning Wand A4 Photo Mobile Scanner Handy Scan, JPG/PDF Format Wireless Scanner with 16G SD Card  $52.99$52.99Save 5% on 2 select item(s) FREE delivery Mon, Jan 29 Only 3 left in stock - order soon.","52.","Only 3 left in stock - order soon.",""
