"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"aaronjbong","11 July 2013","""Pacific Rim"" is a highly explosive, exhilarating, exuberant, energetic, and exciting hell of a ride. When I saw the trailers, I knew the action sequences would be massive in scale, but the film just blew me away because the scale was just incredibly enormous. Every action sequence in this film was just mind-blowing. Unlike ""Transformers"", this movie has a real sensible plot. Giant monsters (known as Kaijus) are the extraterrestrial beings that are currently ravaging Earth. However, they don't come from above the atmosphere, instead they come from beneath us. A portal in the bottom of the ocean serves as the method of transport these Kaijus use to reach us. These Kaijus are arriving one by one, and as they do, they increase in size. They're so massive in size (I reckon they're bigger than Godzilla) and the amount of destruction they cause is just indescribable. But the humans don't stand around doing nothing. They build their own monsters, gigantic robots known as Jaegars, which are controlled simultaneously by two pilots whose minds are locked by a neural bridge. This allows them to synchronize their movements. However, despite these mighty Jaegers, the seemingly bright future for the humans turn dim as they begin to lose the war against the Kaijus. All of this was clearly covered in the prologue, quickly but properly. Now that seems like a basic plot, but I can tell you that there's actually more than that and the story is deeper than it looks from the outside. ""Pacific Rim"" provides sensible explanations for the phenomenons that occurred in the film. Now I'm not a genius or a scientist, but the explanation is logical. The characters. Our protagonist is Raleigh Becket. He's had a bad time after his partner and older brother Yancy died in a battle against a Kaiju before. But he's recruited by Marshal Stacker Pentecost to pilot one of the four remaining Jaegers. His new partner is Mako Mori, a Japanese girl who wants to be a pilot to avenge the death of her family. Becket's and Mori's Jaeger is the American-made Gypsy Heart. The cast behind the characters were great too. Charlie Hunnam was terrific as Raleigh. Idris Elba gave a commanding performance as Stacker. Rinko Kikuchi rocked as Mako Mori. The chemistry between Hunnam and Kikuchi was excellent too. But I have to give special credit to Ron Perlman (who previously played in del Toro's ""Hellboy"" films) as the black marketeer Hannibal Chau who makes a living by dealing with Kaiju organs. He has style and charisma. I also loved Burn Gorman and Charlie Day as Dr. Hermann Gottlieb and Dr. Newton Geizler, respectively. Their chemistry was absolutely perfect and these two were just amazing. The visual effects were undoubtedly incredible. Everything was mind-blowing and the gigantic scale of the action sequences allows you to be fully immersed into the scene. And the sets were extremely magnificent and glorious. I did not feel any sense of boredom when I was watching this film. Even the drama scenes were enjoyable too. The scenes where explanations were uncovered were exciting too and the music is a prominent part of this. Guillermo del Toro also did a great job in his directing because I gradually became supportive of the Jaegers and every time they fought, I rooted for them to win. I became immersed into the movie. Every time a Jaeger was in trouble, I was rooting for them to get back up and fight back again. I wanted them to smash the Kaijus to pieces. ""Pacific Rim"" is just simply awesome. Now, it may not be for everyone, but if you love action, giant monsters, and giant robots, you'll definitely love this. Or if you're just trying to have some fun, watch this. It's got both brains and brawn. Rating: 9/10Final Verdict: ""Pacific Rim"" is an amazing and explosive ride that is plenty of fun to watch, accompanied with dazzling visuals and a coherent plot.","
            7/10
            "
"BlairMcLovin","11 July 2013","Within the opening 15 or so minutes Charlie Hunnam's voice-over establishes the reality of a future where monsters (the Kaiju) repeatedly invade earth, to stem this humans have created giant robots (Jaegers) to combat them in increasingly badass iterations. This opening does a great job in conveying the scope of a film which is big, not just regular big, but like, Jason Biggs in 1999 bigg. entering the cinema from a world where these events rarely occur is initially a lot to throw at the audience, but it's handled so effectively and without tongue in cheek that it quickly becomes a world I had a blast experiencing. Maybe it was the incredible effects shots of robot related destruction used as a throwaway shots, but what I think really sold the opening sequence and the film as a whole is the enthusiasm Del Toro clearly has for the story he's telling.The cast is essentially a rogues gallery of TV's better dramas playing variations on roles they've nailed in the past (see: Elba, Hunnam and Klattenhoff) and some inspired casting of It's Always Sunny's Charlie Day who, as should be expected provides some effective comedic relief. Added onto this the score comes courtesy of Ramin Djawadi who's masterful use of themes on Game of Thrones is carried over to this film for some great emotional cues and many a rad motif courtesy of Tom Morello on guitar.It's appropriate Del Toro has a Frankenstein adaptation lined up as a follow up project as Pacific Rim can at times can feel stitched together from all the sources of inspiration the film has. This comes from many areas such as Japanese manga, the personalities of the actors from previous films and the imagery of robots destroying buildings which transformers ran into the ground. But Del Toro succeeds time and time again at allowing these disparate elements to fit together believably by way of some very confident filmmaking. I could easily take issue with the oft hammy dialogue and macho relationships but where the film succeeds in other areas and revels in creativity trumps the dissatisfaction one could take from these scenes. I also found Hunnams character a tad lacking in charisma and internal conflict but whatever, it's not the end of the world. Oh wait, yes it is hahahaha The films successes go beyond its imagery and continued invention within battle scenes as the script is very economical when it comes to pacing. The films battle scenes are so engaging and exciting due to clearly established stakes present which left me devoid of the ""action fatigue"" transformers loves to throw my way. And although the Kaiju battles seem to never be in short supply, the film essentially follows the rule of three when it comes to battle sequences and left me oh so satisfied.In conclusion, I give it points for being one of the funner summer blockbusters in recent memory, for being an original property and for its sheer tenacity to exist which all amount to what is just a darn good time at the movies.","
            9/10
            "
"PWNYCNY","24 July 2013","This is a good movie. The question is: why? The movie is loaded up with special effects, has a lot of cheesy acting, tells a ridiculous story, and in some ways is a rip off of monster movies from the past. Based on that, this movie should qualify as a bomb. Yet it is not a bomb; this movie is good because it is unpretentious. It is what it is and is so without apology. Indeed, this movie glorifies the monster movie genre; it takes it to a higher, more sublime, level. Here the director lets out all the stops and lets the debris settle where it may. The movie conveys a positive message. It is about teamwork and about how humans are able to unite to solve problems. The monsters themselves are not especially surprising. Similar types can be found in many other monster movies. But what is different is how they are treated by the humans and how the humans respond to them. Unlike other monster movies which show humans in mass panic mode, this movie portrays humans as being stalwart and in control. You know they will beat the monsters; it's just a question of how. The monsters are another problem to be solved and the humans do a great job of solving it. This movie is worth watching.","
            7/10
            "
"swp_1988","10 July 2013","We all carry a great sense of wonder. It seems to hide away as we get older, but was always strong and persistent when we were children. We could sit down and really make something out of nothing physical, or tip our toy-box all over the floor and just go mad. Pacific Rim is Guillermo Del Toro at his most unleashed. He's been given the toys for his sandpit and has gone completely bonkers, but he has also created a sense of wonder from completely nothing.The plot is simple. Kaiju (monsters) from another dimension break through to ours and wage war on the planet and us humans must do what we can to stop them. So we build giant machines called Jaegers. General audiences are doing the worst thing by comparing this to Transformers or Battleship simply because of some simple image traits. Well I'm here to tell you that you're way off and also working comparisons in the wrong league. Del Toro has crafted an insane amalgamation of Sci-Fi, old-school thrills, special effects and brilliantly entertaining set pieces that all meld together in beautiful harmony, with just enough satisfying human moments and arcs that carry a nice balance of emotion and camp. It all blends well with the loopiness of it all. Its Guillermo Del Toro's trademarks turned up to 11, all while going nuts and having fun with his toys.There's just so much to love, that not even some minor pacing problems or a couple of sub-par performances can destroy the experience. Mainly its in the lesser background characters, but for me I'd say that Charlie Hunnam doesn't quite shine in the lead. He's certainly more than commendable, but he just doesn't break out here. Idris Elba steals the spotlight with a look and a bellowed delivery and its amusing to watch and Rinko Kikuchi has such an incredible skill with her mannerism and in her eyes, that's its a shock that she isn't in more films. Ron Perlman comes and goes and works his usual incredible moments.Pacific Rim is triumphant above the rest of the blockbuster herd. It knows what is missing from the norm and just goes crazy with it. Its a big, giant load of awesome fun. Prepare your jaw muscles, because you'll be smiling throughout.(Hint: Stay a couple of minutes into the end credits for an awesome additional scene)","
            7/10
            "
"SnoopyStyle","27 December 2013","A trans-world rip at the bottom of the Pacific Ocean has allowed monsters, named Kaiju, to come into our world. After tremendous losses, the world got together to build massive robots called Jaegers. However, the monsters keep coming, faster and bigger. Now the Jaegers are stretched to the limit with resources being diverted to building a wall.Director Guillermo del Toro is having a lot of boyhood fun with robots battling monsters. It doesn't get more childhood fun than this. The designs are beautiful and original with both the robots and monsters. There is nothing more youth affirming than playing with these toys. The characters are solid with interesting actors like Charlie Hunnam and Idris Elba. Coming into this, I feared the story would be too silly or convoluted. The story makes perfect sense and the action cannot be beat.","
            7/10
            "
"planktonrules","16 January 2015","I usually don't watch action films. They just aren't my sort of thing. However, my daughter insisted that I watch ""Pacific Rim"" and I was feeling absolutely horrible when I watched the film, as I had just gone through some painful surgery that morning. So, to take my mind off my aches, I gave it a try. And, thankfully, it turned out to be exactly the sort of tonic I needed--entertaining and crazy fun. While I didn't see it in the theater (the best way to see this type of movie), I did see it on a very large screen at home and watching it on a small screen is practically a waste of time. For once, I loved that a film has eye- popping visuals, explosions and action--and it manages to deliver an entertaining experience without leaving you feeling dumb for having enjoyed it--a problem too often associated with movie of this style. Well worth your time.","
            7/10
            "
"Darkside-Reviewer","22 July 2020","Pacific Rim really surprised me when it was first released in 2013. My initial thought was that this was just gunna end up being another movie about Colossal sized monsters similar to Cloverfield or Godzilla only with a Hollywood big budget and while it shares some similarities to Godzilla it does stand out on it's own with it's unique monsters and awsome robots plus with the movie being directed by Guillermo del Toro it has a unique style to it that only Guillermo del Toro can bring to a movie.Pacific Rims story isn't a particularly complicated one but it's certainly got some interesting ideas. When the world is invaded by Colossal sized creatures known as Kaijus mankind bands together creating a defence against the Kaiju in the form of Colossal sized battle robots known as Jaegers each unique in style and armed to the teeth which are each piloted by two pilots who control the robot via neural interfaces the only problem is both pilots must be drift compatible meaning they have to be to link minds and create a stable neural link to be able to control the Jaeger during this both pilots share each other's memorys, feelings and thoughts. The Kaiju begin appearing faster than Jaegers can be assembled so with time running out before there are more Kaijus than Jaegers to fight them the last few remaining pilots prepare for a final assault on the portal the Kaijus are coming from.The movie is like a mix between Godzilla and Power Rangers only a lot more adult and with much better effects. The Jaeger robots look amazing especially when fighting against the Kaiju monsters. There's plenty of cool action scenes which show the Kaiju monsters being shot, blown up, punched by robot rocket fists and even decapitations.The characters are likable and interesting my favourite characters personally are the two mad scientists who dissect and study the Kaijus while they are meant to be the kind of comic relief of the movie they are very funny and likable both arguing over scientific theories and trying to prove each over wrong.I highly recommend watching this movie if your a fan of movies that feature Colossal sized monsters crashing through city's while fighting with Colosal sized robots with swords, guns and rocket fists. This isn't a movie intended for kids in case your wondering this movie is definitely for a more mature audience even though the synopsis for the movie sounds like it was made for kids who watch Transformers cartoons.","
            9/10
            "
"alr126","27 November 2013","While watching this movie, I was reminded of a couple of films and TV shows from my youth, first was any of the original Godzilla films, the second, a TV show Ultra Man. The FX were way better here, but, it just made me think of them. I found the film entertaining, no Oscar winner, but, it was good. Some parts kept you on the edge of your seat, of course, rooting for the good guys.I also had to think that mankind would have or could have thought of a better defense/offense weapon than giant robots. To bring a fight into the city would have cost trillions of dollars, perhaps Quadrillions of dollars. Okay, I'm reading way to much into it. Watch the movie, you will enjoy it.","
            2/10
            "
"damianphelps","28 February 2021","Sometimes when I sit down and watch a movie I just want to be swept away and be dazzled with both sight and sound. The movies don't have to be dramatically perfect just capable of blowing all my sensors.Battleship and Pacific Rim are 2 of those movies.Pacific Rim takes a cool concept for a story, Monsters vs Machines and entwines a human element (the pilots) to result in a really fun extravaganza. The movie is not deep but has enough story to piece together the fighting sequences.Sit down, hit the lights, pump the volume, disengage brain and have a blast :)","
            8/10
            "
"Leofwine_draca","29 July 2014","PACIFIC RIM is Guillermo del Toro's tribute to the kaiju and Japanese sci-fi movies of his youth; you know, the ones involving giant monsters trashing cities and huge robots sent out to protect mankind. I had an inkling he wanted to make this movie after the giant plant creature in HELLBOY 2; well, now he has.And this is a lot of fun, a decent popcorn flick for a change and a film that's well made enough to erase memories of the disappointing TRANSFORMERS movies. It's a great Hollywood tribute to Japanese cinema, filled with all of the wonderful effects and super-sized action that you'd hope for. Del Toro is one of those directors who hasn't made a bad film yet; you can always rely on him for entertainment.Sure, the stuff with the human characters isn't as interesting as the giant stuff. But at least we get plenty of British actors in the cast (Burn Gorman, Idris Elba, Rob Kazinsky, Charlie Hunnam) which keeps it fresh and interesting. The CGI effects are excellent, as you'd expect, and while the storyline is very predictable, that's not the point. The point is to deliver huge bouts of destructive action, and that's what del Toro does. And it's a lot of fun.","
            9/10
            "
"drummer303","10 November 2013","To all the reviewers who gave this movie low ratings, I can only say this; What did you expect to see? Did you watch this expecting to see something deep and meaningful? The trailers and posters make it perfectly clear what kind of movie this is going to be. Heavy CGI, regular Hollywood 'save the planet' storyline re-run. Young eye candy super hot actors. You know the score. If you want to see something clever, this is not it and it was never going to be.Question is, does it do the job it sets out to do? I think it does rather well, yeah OK, it's cheesy as hell and you know how it's going to end before it starts, ( the world will be saved right? ) considering it's being told in retrospect the clue to the inevitable ending is there in the first 10 seconds of the movie.I liked the mind meld idea of the 2 pilots, and I thought they covered most bases explaining the technology behind the enormous robots (Jaegers) pretty well. It does have a few technical plot holes here and there, but the film does have a 'let's just get on with it' kind of feel. The alien creatures (Kaiju) are great and the robot v monster battles are superb. Towards the end the pace picks right up and the story starts to fall apart a bit, but by that point who cares? In general Pacific Rim is a fast paced, slick looking piece of techno-action that most Sci-Fi fans will enjoy. It's big, loud, dumb and very pretty, largely due to Guillermo Del Toro being at the helm.It's Sunday afternoon on the sofa material I think. I know these kind of films are 'designed' for the big screen, but honestly I prefer them at home most of the time. Unless of course, you like feeling as though you are sitting the middle of a continuous explosion for and hour and half.","
            9/10
            "
"thekarmicnomad","24 November 2013","This film starts of with a monologue that explains in twenty seconds how big monsters start appearing from the sea and destroying everything. The only defence against them is to kick their heads in with massive robots. Cool! Starting so quickly out the blocks I expected this to be a fast paced action movie.It really isn't. About every film element ever used, runs its course before the inevitable big battle. You get a fall from grace, a rivalry, a training period, a love story, forgiveness, reconciliation, etc. etc.The battle sequences are epic, the monsters and robots are amazing, Kids especially will love them, and the action goes on and on.The dialogue is cheesier and hammier than a 60 foot pizza monsters, and coupled with the extended scope of this film can make watching it gruelling if you are not instantly gripped.This will keep any kids gripped for hours (nearly three of them) but if sci-fi isn't your thing get comfy and bring a pillow.","
            8/10
            "
"JPfanatic93","23 September 2013","Guillermo Del Toro's epic homage to the Japanese 'Kaiĵu' movies, produced on a bigger budget than all such giant monster movies of the last fifty years combined. Del Toro obviously has a great love and respect for the genre, resulting in a very catchy action flick, undoubtedly the best American counterpart to its Japanese predecessors. One might almost say Hollywood has redeemed itself for the 1998 version of Godzilla, but such a statement had better be held back for another year, until the next American reboot of Godzilla hits theatres in 2014. In the meantime, Pacific Rim works well as an appetizer to the big G's resurrection. An extra-dimensional rift opens on the bottom of the Pacific and huge beasts come pouring out, wreaking havoc on mankind as they lay waste to cities and obliterate our armed forces. Humanity quickly sets aside its internal differences and joins forces in creating big robots to fight the creatures on their own terms. Piloted by a pair of human Avatars, these so-called 'Jaëgers' effectively combat the beasts, but the life of a Jaëger pilot as Del Toro reveals is filled with personal loss. When the monsters emerge ever more rapidly from the Breach, as it is named, Jaëger command develops an intricate and dangerous plan to halt the Kaiĵu threat once and for all. Del Toro briefly explores the history of the first Kaiĵu assaults and the development of their robotic antagonists and afterwards spends more time getting us invested in the human characters than is usual for this type of film. It does make the movie feel like its dragging its feet for a while, until he unleashes the action the audience craves with a vengeance, resulting in over an hour of nigh endless monster bashing. Unfortunately he cannot help but inserting a few characters that are supposed to deliver some much needed comic relief to make sure we don't take it all too seriously, but sadly these characters – stereotypical geeky scientists as ever we've seen them – are so mind-boggingly annoying (Charlie Day particularly) they make you wish for a Kaiĵu to step on them to end their endless whining. Del Toro's talents are better suited in delving deeper into a world where Kaiĵus are not only a threat to world peace but also big business: toy companies produce action figures of them, creepy cults worship them and in Hong Kong, a 'Bone Town' is established, a black market for Kaiĵu products for shady purposes, similar to the disgusting existing South-East Asian trade in animal parts. Run by Ron Perlman (always a joy when paired with Del Toro), some of the funniest, wittiest and anatomically most unsettling scenes take place here. Though the dealings and the history of the Jaëgers are fleshed out to the fullest, their enormous alien adversaries, ever the most important ingredient in a Kaiĵu film, do remain somewhat underexposed by comparison. Unfortunately their motivations – they're really foot soldiers out to cause as much damage to mankind as possible, in order to pave the way for an invasion from their (smaller) intelligent overlords – remind us of the recent Shyamalan flop After Earth, a movie we'd rather forget entirely. Usually, Kaiĵu are more antiheroes than full-out villains, but Del Toro opts to keep them a simple threat to be wiped out instead of imbuing them with a more sympathetic character like their forebears Gojira, Gorgo and Rodan, who were always the victim of human (nuclear) folly, transforming them into avenging gods to remind us of our place in the world. The movie is dedicated to Ray Harryhausen and Ishiro Honda, two people who only too well understood the need to layer their creatures and make them charm you so you feel more for them, but in this instance, Del Toro decided not to go with such wisdom. As a result, Pacific Rim at best is a highly likable action flick, but not necessarily an apt lesson for western audiences into the true nature of the Kaiĵu genre. Then again, there's only so much you can do with the notion of giant robots bashing giant monsters. Let's say Guillermo gets as much out of that premise as we could hope for.","
            8/10
            "
"bob the moo","3 November 2013","Part of the reason I have started completely sitting out the summer blockbuster season is that I just got fed up going to crowded noisy cinemas to be disappointed by films that promised much but deliver just basic effects and little else. With Pacific Rim though, it is hard to feel this way because it is a film that has never pretended to be anything other than a Japanese inspired monster movie where big robots hit big aliens in a way that pretty much never makes much sense when you think about it. The plot is explained very quickly at the start of the film and we then jump into the future where the war we just learned about is reaching a peak. From here we have some doubt, some lessons to learn, barriers to overcome but really what we have are big special effects punching each other. And it works.It is easy to wring one's hands and say that blockbusters are the death of film, but all things have a place as long as they are done well and this is at least an honest and fun film. I say honest because it has no pretension to it – it is plain and simple a monster movie with a very big budget behind it. The effects are good, with good monster design and generally a sense of fun and energy to the deliver. Of course it is just effects hitting other effects but it works for what it is and at least does this well – unlike other films that would aspire to more but yet can't even do this with any skill. The action sequences are large and fun throughout and the soapy drama doesn't get in the way at all. The film is loaded with references which I mostly got – the voice of GLaDOS being my favorite one.The cast are not particularly famous but it doesn't matter since the effects are the stars here. That said I thought they did a good job, in particular I enjoyed seeing Elba, Day, Collins, Kikuchi and others in their various roles. Del Toro continues his love of all things geeky with this film and in terms of direction it looks good, with plenty going on but never not being clear and engaging.It isn't a brilliant film by any means but it is a straightforward one that is honest with the viewer. Robots punching monsters – that is all that is promised and on that it very much delivers. If this sounds like your thing then this will hit the spot no problem.","
            9/10
            "
"kapurkimaya","30 April 2020","This is one of my all time favourite movies.
This is a must watch for all age groups.
But only this first Pacific Rim, not the second one.","
            7/10
            "
"moviexclusive","10 July 2013","As far as summer blockbusters go, 'Pacific Rim' has probably the most unabashedly uncomplicated premise - giant robots versus giant monsters. How much you enjoy Guillermo del Toro's robot-monster smackdown ultimately depends on whether you expect the movie to be any more than that. If you did, then you're probably going to walk away disappointed at how simplistic this apocalyptic spectacle will turn out to be; but if you're satisfied simply with watching huge-ass monsters and robots go up against each other, then you will enjoy every bit of this epic (and yes we do mean it literally).Indeed, the draw of del Toro's monster of a movie has always been to witness the monumental series of battles between massive lizard-like monsters (referred to in the movie by the Japanese word 'Kaiju' as a tribute to the science fiction films from the country which featured such giant beasts, e.g. Godzilla) and 25-story high robots (known as Jaegers, or 'hunters' in German) operated by humans. And in this regard, let us assure you that nothing in your expectation will prepare you for what del Toro has managed to accomplish on screen - not even comparing it to a 'Godzilla' meets 'Transformers' movie does it any justice.Let's start with the basics. First and foremost, the action is shot cleanly, meaning none of them shaky-cams nor extreme close-ups that diminish the scale on which it is unfolding. It is also coherent - thanks to some impressive work from del Toro regular Guillermo Navarro as cinematographer and John Gilroy and Peter Amundson as editors - rather than just a mashup of scenes that don't flow well into one another. We'll add one more before we start gushing - it is also beautifully choreographed, with just the right mix of medium and wide shots to place you right into the heart of the action.If that description above seems too clinical, then how about this - these setpieces are superb; in fact, they are worthy of every superlative that you can think of. Working on a gargantuan scale, del Toro executes the action with magnificence, whether the fleeting shots of the destruction of the Golden Gate Bridge at the beginning or the more detailed sequences in the middle and at the end - in particular, a simply jaw-dropping one begins at sea just off the waters of Hong Kong and then continues seamlessly inland where both the port and the very city centre gets decimated by two Jaegers battling two Category 4 Kaijus.It isn't just about how colossal it gets; it is also the sheer mesmerising quality of the images, starting from the amazing level of detail of the Jaegers and the Kaijus. Even though it seems to be raining a little too conveniently every time one of these battles happens out at sea, there's no denying just how real and majestic each of them feels. On the other hand, the cityscapes are arresting in their neon hues, and the combination of the futuristic look with which del Toro paints these familiar cities with the bioluminescent appendages and venom of the Kaijus make for a particularly appealing visual palette.Now that we've finished with the savoury bits, it is only fair that we get to the (ahem) less than wieldy parts, which is in actual fact just about everything else we have yet to talk about. At first, the science- fiction mythology sounds rather intriguing - instead of coming from the skies, the threat to our planet came from a rift deep within the Pacific Ocean, a portal through which the Kaijus emerged and necessitated an equally massive response in the form of the Jaegers. Ditto the functioning of the Jaegers, which given their size, have to be operated by two pilots who sync up their minds via the neural handshake, otherwise known as the ""drift"".But del Toro and his fellow screenwriter Travis Beacham (who is also credited with this original story) uses these elements too mechanically. The rift is no more than an excuse for an underwater climax where the Jaegers aim to close the portal from which the Kaijus emerged, a resolution not quite different from that in 'The Avengers'. More significantly, the melding of minds isn't quite exploited for enough dramatic possibility, particularly given its significance in enabling our two lead pilots, Raleigh Becket (Charlie Hunnam) and Mori (Rinko Kikuchi) to bond so seamlessly with each other.Equally clunky is the characterisation, which has as much poignancy as a piece of metal. Raleigh's scarred Jaeger pilot, still reeling at first from the death of his brother Yancy (Diego Klattenhoff), heals too quickly for us to make much of an emotional connection. Mori's own traumatic near-death experience as a child that continues to haunt her also rings hollow and is equally quickly forgotten. Idris Elba plays his Jaeger commander Stacker Pentecost in suitably macho fashion, but is largely one-note and engineered simply to deliver the rallying cries at suitable intervals - like the oft-heard ""Today, we are cancelling the apocalypse"" in the trailers.No thanks to the plotting and character issues, the pacing of the movie sags considerably after a prolonged prologue establishing the necessary backstory of the robots-versus-monsters war and Raleigh's own past. It only picks up at the halfway mark when the deep-sea monsters finally clash again with their mechanical counterparts, which will either be stimulating enough (if you're an adolescent fanboy) to make you wet your pants or leave you numb. Our opinion? It is del Toro's most ambitious, most imaginative and probably most groundbreaking movie ever, but we wish there were more of the warmth and character that have defined some of his best work.","
            8/10
            "
"ersinkdotcom","17 July 2013","""Pacific Rim"" is going to be a hit with fanboys all over the planet. It's the type of movie that they feel obligated to love because of what it's about and who made it. In this case we have a movie about alien dinosaurs (Kaijus) fighting giant robots (Jaegers) directed by Guillermo del Toro (filmmaker who most Comi-Con attendees think can do no wrong). Sounds like it should work on every level doesn't it? Yeah, well it doesn't!Alien monsters named Kaijus come up through a rift in the Pacific Ocean (Get it, ""PACIFIC Rim""). Giant robots steered by military officers are used to battle these ferocious extraterrestrials. Our military must join forces with the world's most annoying scientists to find a way to seal off the portal between our world and the dimension they come from.Let's start out my review on a positive note. The CGI in ""Pacific Rim"" looks great. The aliens and robots blend very well with all their surroundings.And that's the only thing I can come up with positive about ""Pacific Rim."" As a whole, the movie is absolutely unbearable to sit through. It escapes me how sequences of robots and aliens fighting each other could be so uninspiring that I literally dozed off at points.The design of the Kaijus are completely unoriginal and nothing we haven't seen before in a dozen other sci-fi movies. The Jaegers are basically souped-up giant robots that resemble what we've seen in ""Power Rangers"" dressed in ""Halo"" armor. Booooring.Now we move into character development. The entire middle of the movie is one big, long, drawn-out attempt at developing characters we will feel emotionally tied to. I completely understand the writer's motivation for doing this.The problem is that every character in ""Pacific Rim"" is so annoying you actually want them to die or exit the screen as quickly as possible. Add to this the fact that not a single one of the actors seem to give a crap about their stereotypical role in the film and you have a serious problem. In a nutshell, the acting is absolutely horrid.""Pacific Rim"" is a tired conglomeration of clichés we've already seen in way better movies in the past. There are so many recycled ideas mashed up in it that you could almost put them down on a call sheet as bullet points. Character who lost his brother in a past battle and retired? Check. He's being called back into duty by his old military leader? Check. Military leader gets a chance to be the hero and sacrifice himself in one last battle? Check. Military leader gets to give long rousing inspirational speech just like the one the President gives in ""Independence Day?"" Check. They're all here for your predictable enjoyment.Let's just call ""Pacific Rim"" what it really is. It's Guillermo del Toro's failed attempt at making what he wished was his essential ""Ultraman vs. Godzilla"" homage. As I was running out of words to use in place of ""unoriginal,"" I came across several synonyms that describe this movie to a tee: dull, unoriginal, corny, heavy-handed, humdrum, ordinary, phoned in, stale, uncreative, unexciting, unimaginative, unimpressive, uninspiring, uninteresting, and uninventive.I'm giving parents a warning in closing. There's no way any child under the age of 12 will sit through ""Pacific Rim."" Absolutely nothing exciting happens for 45 minutes in the middle, at which time they will get uncontrollably antsy and beg you to leave. This won't bother you because you'll be ready to run out of the theater screaming by then anyway.","
            8/10
            "
"tieman64","17 March 2015","""Everything is equal. We have no borders between robots and people. In the foreign stories, robots are always the enemies. In Japan, they're our friends."" - Osamu Kozaki Japan's obsession with robots stretches back to the 1950s, when robot mangas like ""Astro Boy"" and ""Tetsujin-28"" became popular. Inspired by the US fire-bombings of Japan, and influenced by everything from Frankenstein, to 17th century karakuri puppets, to Sengoku-era samurai armour, to WW2-era hardware, to the Shinto belief that ""everything has a soul"", these robots would spawn countless animated television series, most notably ""Giant Robo"", ""Voltron"", ""Gundam Suit"", ""Robotech"", ""Evangelion"" and ""Mazinga Z"", the latter of which was very popular in Mexico during the 1980s.Mexico during the 1980s also happened to be where a young Guillermo del Toro lived. He devoured these robot cartoons, a childhood feast which would inspire his own Giant Robot Feature, ""Pacific Rim"".Released in 2013, ""Pacific Rim"" stars Charlie Hunnan as Raleigh Becket, a hotshot Jaeger pilot. Giant nuclear powered robots, Jaeger's are humanity's last line of defence against the Kaijus, colossal beasts who attack Earth via portals deep within the Pacific Ocean. As the neural load of Jaeger's is too dangerous for a lone pilot to handle, each Jaeger is piloted by two psychically linked pilots, a concept dubbed ""drifting"".Tonally, ""Pacific Rim"" is unlike most modern blockbusters. Directed by every boy's inner child, Guillermo's film knows its a ridiculous cartoon but nevertheless adopts a sincere, straight-faced stance. Elsewhere the film's carnage is undercut by ""Rim's"" warmhearted subplots, in which feuding pilots learn to work together, put differences aside and ""drift in the same direction"". That this direction amounts to collaborative warfare is something Guillermo, an outspoken pacifist, can't avoid, but he nevertheless strips his film of all the war-porn tropes which usually bog down similar films.""Pacific Rim"" was a box-office dud in the United States, a country which likes its anime re-packaged a certain way (""The Matrix"", ""Edge of Tomorrow"", ""Inception"", ""Black Swan"" etc). Guillermo del Toro mostly doesn't abide by these cosmetic conventions, his film light but never flippant, unpretentious, devoid of unnecessary subplots/dialogue masquerading as ""depth"", and free of all the usual totems of Americana. Perhaps because of this, the film was a massive hit in Japan and China.Aesthetically, ""Rim's"" also a bit unique. Guillermo's Godzilla-battles take place amidst giant waves, his behemoths covered in sea-spray, knee-deep in roiling rain-spattered oceans, their chassis lit by kaleidoscopic purples, blues and pinks. The film's creature designs and fisticuffs are also better than average for this genre, complete with elbow rockets, plasma cannons and gigantic brass knuckles. The film co-stars Idris Elba. Its butt-kicking electro-metal score, by Ramin Djawadi, signals Guillermo's premise with capital letters: HERE THERE BE GIANT ROBOTS PUNCHING GIANT ALIENS IN THE FACE.8/10 – See ""The Host"" (2006).","
            8/10
            "
